IE_NAME;IE_CODE;CV_PRICE_1;CV_CURRENCY_1
Hytera ES-01;4926;;
Hytera ES-02;4927;;
Hytera EH-01;4928;;
Hytera EH-02;4929;;
АГАТ UX-3710;4997;;
АГАТ UX-3730;4998;;
АГАТ UX-2211;4999;;
АГАТ UX-3410;5002;;
АГАТ UX-3720;5003;;
АГАТ UX-3420;5004;;
Hanlong UC862;5008;;
АГАТ UX-3212;5009;;
АГАТ GT-3420;5010;;
АГАТ GT-3410;5011;;
Hanlong UC842;5013;;
Zycoo CooVox U20-A202;5049;;
Zycoo CooVox U20-A220;5050;;
Zycoo 1GSM;5051;;
Zycoo 2GSM;5052;;
Zycoo 4GSM;5053;;
Zycoo 4FXS;5054;;
Zycoo PRI;5055;;
Zycoo 4FXO;5056;;
Zycoo 2FXOS;5057;;
Zycoo 2FXS;5058;;
Zycoo 2FXO;5059;;
Zycoo 1FXOS;5060;;
Zycoo 4BRI;5063;;
Zycoo UMTS 3G;5064;;
Zycoo 32EC;5065;;
Hanlong UC860P;5134;;
Hanlong UC840P;5135;;
Hanlong UC806P;5139;;
Hanlong UC804P;5140;;
Hanlong UC803P;5141;;
Hanlong UC802P;5142;;
Hanlong Unicorn 6004;5143;;
Hanlong Unicorn 3112;5144;;
Hanlong UC40;5153;;
Hanlong A320 HD IP3;5154;;
Hanlong A310 IP;5155;;
Hanlong Unicorn 6008;5156;;
Hytera EAN17;5157;;
Hytera EAN18;5158;;
Hytera EWN09;5159;;
Hytera POA42;5160;;
Hytera AN0140H01;5161;;
Hytera AN0148H03;5162;;
Hytera AN0158H02;5163;;
Hytera AN0168H01;5164;;
Hytera AN0435H06;5165;;
Hytera AN0435W07;5166;;
Hytera NCN009;5171;;
Hytera PCN005;5172;;
Hytera CH04L01;5173;;
Hytera CH10L15;5174;;
Hytera MCA05-X;5175;;
Hytera MCA10;5176;;
Hytera BRK08;5190;;
Hytera SM20A1;5192;;
Hytera SM09D1;5193;;
Hytera SM19A1;5194;;
Hytera PS16001;5196;;
Hytera GPS04;5197;;
Hytera AN0462M03;5198;;
Hytera AN0438M03;5199;;
Hytera AN0408M02;5200;;
Hytera AN0462M02;5201;;
Hytera AN0438M02;5202;;
Hytera AN0408M01;5203;;
Hytera AN0171M12;5204;;
Hytera AN0165M03;5205;;
Hytera AN0155M05;5206;;
Hytera AN0139M02;5207;;
Hytera AN0171M11;5208;;
Hytera AN0165M04;5209;;
Hytera AN0155M06;5210;;
Hytera AN0139M01;5211;;
Hytera POA53;5212;;
Hytera PWC10;5214;;
Hytera BC00006;5216;;
Hytera PC38;5217;;
Hytera SM18N4-Ex;5218;;
Hytera BL1807-Ex;5219;;
Hytera LCY005;5220;;
Hytera POA47;5221;;
Hytera EHW02;5222;;
Hytera EWN08;5224;;
Hytera EWN07;5225;;
Hytera EAN21;5227;;
Hytera EAN19;5228;;
Hytera ACN-02;5229;;
Hytera EAN22;5230;;
Hytera EHN21;5231;;
Hytera EHN20;5232;;
Hytera ESN14;5233;;
Hytera BL1809;5234;;
Hytera BL1401;5235;;
Hytera BL1103;5236;;
Hytera BC00009;5238;;
Hytera PC45;5239;;
Hytera BC00008;5240;;
Hytera PC43;5243;;
Hytera BC00004;5244;;
Трубка BURY CP1000 CarPhone;5280;;
Ajetrays AJ-777;5296;;
Plantronics BlackWire C520;5400;;
Plantronics BlackWire C510;5401;;
Plantronics BlackWire C420;5402;;
Plantronics Blackwire C310;5403;;
Plantronics Blackwire C320;5404;;
Plantronics BlackWire C610M;5405;;
Plantronics BlackWire C620-M;5413;;
Plantronics SupraPlus BNC Wideband;5414;;
Plantronics SupraPlus NC Wideband USB;5415;;
Plantronics IP40;5416;;
Plantronics M22;5417;;
Plantronics DM15;5418;;
Plantronics MDA200;5419;;
Plantronics МО300;5420;;
Plantronics А10;5421;;
Plantronics CAB-Y;5448;;
Plantronics CAB-PC;5449;;
Plantronics HIC-1;5450;;
Plantronics U10P-S;5451;;
Plantronics Entera BNC;5452;;
Plantronics Entera NC;5453;;
Plantronics SupraPlus Wideband (PL-HW261);5454;;
Plantronics SupraPlus Wideband (PL-HW251);5455;;
Plantronics SupraPlus Wideband (PL-HW261N);5456;;
Plantronics SupraPlus Wideband (PL-HW251N);5457;;
Plantronics EncorePro NC (PL-HW291N);5458;;
Plantronics EncorePro BNC (PL-HW301N);5459;;
Jabra BIZ 2300 QD Duo;5460;;
Jabra BIZ 2300 QD Mono;5461;;
Jabra BIZ 2300 QD Duo Unify;5462;;
Jabra BIZ 2300 QD Mono Unify;5463;;
Jabra BIZ 2300 USB Microsoft Lync Duo;5464;;
Jabra BIZ 2300 USB UC Microsoft Lync Mono;5465;;
Jabra BIZ 2400 Mono 3-in-1 (2406-320-104);5468;;
Jabra BIZ 2400 (II) Mono 3-in-1;5469;;
Jabra BIZ 2400 Mono 3-in-1 (II);5470;;
Jabra BIZ 2400 Mono (II) 3-in-1;5471;;
Jabra BIZ 2400 Mono (II) 3-in-1;5472;;
Jabra BIZ 2400 Duo (II);5473;;
Jabra BIZ 2400 Duo (II);5474;;
Jabra BIZ 2400 Duo (II);5475;;
Jabra BIZ 2400 Duo (II);5476;;
Jabra BIZ 2400 Duo;5477;;
Jabra GN2000 Mono SoundTube Narrow Band (2003-320-104);5478;;
Jabra GN2000 Mono NC WB (wideband) (2013-82-04);5479;;
Jabra GN2000 (2003-820-104);5480;;
Jabra GN2000 Duo WB (wideband) (2019-82-04);5481;;
Jabra GN2000 Duo, SoundTube (2019-02-04);5504;;
Jabra GN2000 Duo Narrow Band;5505;;
Jabra GN2000 Duo SoundTube Narrow Band;5506;;
Jabra UC VOICE 150 mono;5507;;
Jabra UC voice 550 mono;5508;;
Jabra UC Voice 750 Mono Light;5509;;
Jabra UC Voice 750 Mono Drk;5510;;
Jabra GN1900 USB Mono;5511;;
Jabra GN2000 USB Mono NC;5512;;
Jabra GN2000 USB CIPC Mono;5513;;
Jabra UC VOICE 150 duo;5514;;
Jabra UC voice 550 duo;5515;;
Jabra UC Voice 750 Duo Dark;5516;;
Jabra UC Voice 750 Duo Light;5517;;
Jabra GN1900 USB Duo;5518;;
Jabra GN2000 USB CIPC Duo;5519;;
Jabra GN2000 Stereo USB NC;5520;;
Jabra BIZ 2400 Duo USB;5521;;
Jabra GN2100 3-в-1;5522;;
Jabra GN2100 3-в-1;5523;;
Jabra GN2100 3-в-1;5524;;
Jabra GN2100 3-в-1;5525;;
Jabra GN2100 3-в-1;5526;;
Jabra GN2100 3-в-1;5527;;
Jabra GN2100 3-в-1;5528;;
Jabra GN2100 with Telecoil;5529;;
Jabra GN2100 Duo;5530;;
Jabra GN2100 Duo;5531;;
Jabra GN2100 Duo;5532;;
Jabra GN2100 Duo;5533;;
Jabra GN2100 Duo VoIP;5534;;
Jabra GN2100 Duo;5535;;
Jabra GN2100 Duo;5536;;
Jabra GN1900 Duo NC;5599;;
Jabra GN1900 Mono NC;5600;;
Jabra BIZ 2300 USB UC Duo;5601;;
Jabra BIZ 2300 USB UC Mono;5602;;
Plantronics Audio 995;5687;;
Jabra PRO 930 USB;5688;;
Jabra PRO 9450 EMEA;5689;;
Jabra PRO 9460 Mono;5690;;
Jabra PRO 9465 DUO;5691;;
Jabra PRO 9470;5692;;
Jabra PRO 9460 Duo;5693;;
Jabra SUPREME UC;5694;;
Plantronics .Audio 326;5695;;
Plantronics .Audio 345;5696;;
Plantronics .Audio 355;5697;;
Plantronics .Audio 478;5698;;
Plantronics .Audio 622;5699;;
Plantronics .Audio 628;5700;;
Plantronics Audio 646 DSP;5701;;
Plantronics .Audio 648;5702;;
Plantronics .Audio 655 DSP;5703;;
Plantronics CS530;5704;;
Plantronics CS520;5705;;
Plantronics CS520/HL10;5706;;
Plantronics CS510;5707;;
Plantronics CS510/HL10;5708;;
Plantronics Blackwire C720-M;5709;;
Plantronics Blackwire C720;5710;;
Plantronics Blackwire C710-M;5711;;
Plantronics Blackwire C710;5712;;
Plantronics Blackwire 435;5713;;
Plantronics CS530/HL10;5717;;
Plantronics CS540/HL10;5718;;
Plantronics CS540;5719;;
Ajetrays AR-140;ajetrays-ar-140;;
Lira P-580UV;5803;;
Lira B-580P;5804;;
Lira A-SMAF-UVL;5805;;
Lira CH-580;5806;;
Lira Clip-580;5808;;
Lira PR-COM-K;5809;;
Lira HS-BE-K;5810;;
Lira HS-CC-K;5811;;
Lira ТP-K;5812;;
Lira P-510H;5813;;
Lira B-510H;5822;;
Lira A-SMAF-UL;5830;;
Lira CH-510;5832;;
Lira Clip-510;5833;;
Lira P-280L;5834;;
Lira B280P;5835;;
Lira CH-280;5836;;
Lira Clip-280;5837;;
Lira PR-COM-M;5838;;
Lira HS-CC-M;5839;;
Lira HS-BE-M;5840;;
Lira ТP-M;5841;;
Lira P-312;5842;;
Lira P-210L;5843;;
Lira P-110L;5844;;
Lira B312P;5845;;
Lira B210P;5846;;
Lira B110P;5847;;
Lira CH-312;5848;;
Lira CH-210;5849;;
Lira CH-110;5850;;
Lira Clip-312;5851;;
Lira Clip-210;5852;;
Lira Clip-110;5853;;
Бизон KT85;bizon-kt85;;
iRZ MC52iT;5974;;
iRZ MC52iWDT;5975;;
iRZ MC55iT;5976;;
iRZ MC52PU;5977;;
iRZ MC52i-485GI;5978;;
iRZ MC55i-485GI;5979;;
iRZ TG21;5980;;
iRZ ES75iT;5981;;
iRZ ES90iPU;5982;;
iRZ TU31;5983;;
Lira A-SMAM-US;5986;;
iRZ TL21;5987;;
iRZ TC65Lite;5988;;
iRZ TC65i-485GI;5989;;
iRZ TC65i Smart_PRO+;5990;;
iRZ ATM2-232;5991;;
iRZ ATM2-485;5992;;
iRZ RUH;5993;;
iRZ RUH (комплект без антенны);5994;;
iRZ RUH (комплект);5995;;
iRZ TC65i Smart STD;6008;;
iRZ RUH2;6009;;
iRZ RUH2 (комплект без антенны);6010;;
iRZ RUH2 (комплект);6011;;
iRZ RUH2b;6012;;
iRZ RUH2b (комплект без антенны);6013;;
iRZ RUH2b  (комплект);6014;;
iRZ RUH3;6015;;
iRZ RUH3 (комплект без антенны);6016;;
iRZ RUH3 (комплект);6017;;
iRZ RU10w;6018;;
iRZ RU10w (комплект без антенн);6019;;
iRZ RU10w (комплект);6020;;
iRZ RU11w;6021;;
iRZ RU11w  (комплект без антенн);6022;;
iRZ RU11w  (комплект);6023;;
iRZ RL11w;6024;;
iRZ RL11w (комплект без антенн);6025;;
iRZ RL11w (комплект);6026;;
iRZ RL21w;6027;;
iRZ RL21w (комплект без антенн);6028;;
iRZ RL21w (комплект);6029;;
Stelberry SX-520;6032;;
Vector R-400;6033;;
Vector R-610;6034;;
Vector R-710;6035;;
Vector R-810;6036;;
Vector R-6200D;6037;;
iRZ RCA;6041;;
iRZ TE10;6042;;
Vector AR-01B;6043;;
Vector AR-04B;6044;;
Vector AR-05B;6045;;
Vector AR-06B;6046;;
Vector AR-13B;6047;;
Vector SR-02B;6048;;
Vector SR-03B;6049;;
Vector SR-04B;6050;;
Антей-901;6051;;
Антей-902;6052;;
Антей-904;6053;;
Антей-905;6054;;
Антей-906;6055;;
Антей-915;6056;;
Антей-924;6057;;
Yeastar NeoGate TE200;6058;;
Триада-ВА 996 (FME);6061;;
Триада-ВА 996 (SMA);6062;;
Триада-МА 976 (FME);6063;;
Триада-МА 976 (SMA);6064;;
Триада-МА 991 (FME);6065;;
Триада-МА 991 (SMA);6066;;
Триада-МА 992 (FME);6067;;
Триада-МА 992 (SMA);6068;;
Триада-МА 993 (FME);6069;;
Триада-МА 993 (SMA);6070;;
Триада-МА 994 (FME);6071;;
Триада-МА 994 (SMA);6072;;
Erisson GSM Антенна 3dB;6073;;
GSM Антенна Erisson Mini;6074;;
Best АКЛ-900 (О);6075;;
Best АКЛ-900 (B);6076;;
АКЛ-3G (Omni);6077;;
Антенный комплекс АКЛ-900;6078;;
Антенный комплекс АКЛ-34(Omni);6079;;
Siemens ANT794-4MR;6080;;
Beyondoor LTE-02-02;6081;;
Beyondoor 2400-01;6082;;
Ajetrays AJ-436;6083;;
TC8821;6086;;
Логос-9 GSM 900 МГц;6087;;
OND-005-04-2 Антивандальная;6088;;
Erisson SMA(m);6089;;
Erisson SMA(m);6090;;
iRZ 12В/500мА (RJ11);6091;;
iRZ 12В/1000мА (RJ11);6092;;
iRZ 12В/500мА (MicroFit);6094;;
iRZ 12В/1000мА (MicroFit);6095;;
Блок питания для модема Q24PL001;6096;;
iRZ DB9M-DB9F (RS232);6097;;
iRZ RJ11;6098;;
iRZ Кабель USB (A-B);6099;;
Кабель USB-mini 5-pin;6100;;
Патч-корд прямой 1.8м;6101;;
Wago 209-120;6102;;
Фиксатор на din-рейку iRZ;6103;;
Комплект крепежа iRZ;6104;;
Бизон KM9000 VHF;bizon-km9000-vhf;;
Бизон KM9000 UHF;bizon-km9000-uhf;;
AnyTone AT-6200D;6128;;
AnyTone AT-6200GD;6129;;
AnyTone AT-800;6130;;
AnyTone AT-700;6131;;
AnyTone AT-600;6132;;
AnyTone AT-500;6133;;
AnyTone AT-408;6134;;
Бизон KT45;6136;;
Бизон KB26;6137;;
Бизон KB 23;6138;;
Бизон KB16;6139;;
Бизон KL45;6140;;
Бизон KH85;6145;;
Бизон CH6;6146;;
Бизон A2UV;6147;;
Бизон PR01;6148;;
Бизон PW9000;6149;;
Бизон PM9000;6150;;
Бизон PR-9000;6151;;
Бизон KP15;6152;;
Hanlong Unicorn 6080;6167;;
LG-Ericsson LWS-BS;6168;;
LG-Ericsson LWS-WK;6169;;
ERICSSON-LG SBG-1000.STG;6170;;
Commend WS810P;6172;;
LG-Ericsson SBG-1K-EL24.STG;6173;;
LG-Ericsson SBG-1K-SIPE.STG;6174;;
LG-Ericsson SBG-1K-TAPI.STG;6175;;
LG-Ericsson SBG-1K-EZA.STG;6176;;
LG-Ericsson LIP-SP.STGB;6177;;
LG-Ericsson LIP-SPD.STGB;6178;;
LG-Ericsson LIP-WP.STG;6179;;
LG-Ericsson IPCRS.STG;6180;;
LG-Ericsson IPCRC.STG;6181;;
LG-Ericsson SBG-1K-IPN.STG;6182;;
LG-Ericsson SBG-1K-CIU1.STG;6183;;
LG-Ericsson SBG-1K-CIU2.STG;6184;;
LG-Ericsson SBG-1K-CIU4.STG;6185;;
LG-Ericsson SBG-1K-BRIU.STG;6186;;
LG-Ericsson SBG-1K-BRI2.STG;6187;;
LG-Ericsson SBG-1K-CSIU.STG;6188;;
LG-Ericsson Aria Soho;6199;;
ERICSSON-LG AR-BKSU;6200;;
ERICSSON-LG AR-EKSU;6201;;
ERICSSON-LG AR-SLIB8;6202;;
ERICSSON-LG AR-CHB308;6203;;
ERICSSON-LG AR-CSB316;6204;;
ERICSSON-LG AR-DPU2;6205;;
ERICSSON-LG AR-LANU;6206;;
ERICSSON-LG AR-MODU;6207;;
ERICSSON-LG AR-VMIU;6208;;
ERICSSON-LG AR-AAFU;6209;;
ERICSSON-LG AR-RMB;6210;;
ERICSSON-LG AR-TAPI1;6211;;
ERICSSON-LG AR-TAPI.STG;6212;;
ERICSSON-LG AR-EZA.STG;6213;;
ERICSSON-LG AR-EZPN;6214;;
LG-Ericsson ipLDK-60;6216;;
LG-Ericsson L60-BKSU;6217;;
LG-Ericsson L60-EKSU;6218;;
LG-Ericsson ipLDK60-PKG2;6219;;
LG-Ericsson ipLDK60-PKG3;6220;;
LG-Ericsson ipLDK60-PKG4;6221;;
LG-Ericsson L60-SLIB8;6222;;
LG-Ericsson L60-CHB308;6223;;
LG-Ericsson L60-CSB316;6224;;
LG-Ericsson L60-PRHB8;6225;;
LG-Ericsson L60-WDIB4;6226;;
LG-Ericsson L60-MODU;6227;;
LG-Ericsson L60-VMIU;6228;;
LG-Ericsson L60-AAFU;6229;;
LG-Ericsson L60-VOIB;6230;;
LG-Ericsson L60-VOIU;6231;;
LG-Ericsson L60-EZPD;6239;;
LG-Ericsson L60-IPN;6240;;
LG-Ericsson L60-EZA;6241;;
LG-Ericsson L60-TAPI;6242;;
LG-Ericsson LIP-SP;6243;;
LG-Ericsson LIP-SPD;6244;;
LG-Ericsson iPECS-eMG80;6252;;
LG-Ericsson eMG80-KSUA.STGBK;6253;;
LG-Ericsson eMG80-KSUI.STGBK;6254;;
LG-Ericsson eMG80-EKSU.STGBK;6255;;
LG-Ericsson eMG80-CH204.STG;6256;;
LG-Ericsson eMG80-CH408.STG;6257;;
LG-Ericsson eMG80-CS416.STG;6258;;
LG-Ericsson eMG80-BH104.STG;6259;;
LG-Ericsson eMG80-BH208.STG;6260;;
LG-Ericsson eMG80-PRIU.STG;6261;;
LG-Ericsson eMG80-HYB8.STG;6262;;
LG-Ericsson eMG80-SLB16.STG;6263;;
LG-ERICSSON eMG80-WTIB4.STG;6264;;
LG-ERICSSON eMG80-VVMU.STG;6265;;
LG-ERICSSON eMG80-MEMU.STG;6266;;
LG-ERICSSON eMG80-RMB;6267;;
LG-ERICSSON eMG80-MODU.STG;6268;;
LG-ERICSSON eMG80-KCC;6269;;
LG-ERICSSON eMG80-IPCL;6270;;
LG-ERICSSON eMG80-IPCLV;6271;;
LG-ERICSSON eMG80-VMCL;6272;;
LG-ERICSSON eMG80-VMCLV;6273;;
LG-ERICSSON eMG80-VMMLV;6274;;
LG-ERICSSON eMG80-MEX;6275;;
LG-ERICSSON eMG80-Hotel;6276;;
LG-ERICSSON eMG80-Fidelio;6277;;
LG-ERICSSON eMG80-SIPE;6278;;
Commend EE400G;6296;;
Commend EE401G;6297;;
Commend EE470S;6298;;
Commend EE472S;6299;;
Commend EF400G;6300;;
Commend EF401G;6301;;
Commend EE411G;6302;;
Commend EE301ABT;6303;;
Commend EE372ABT;6304;;
Commend EE811ABT;6305;;
Commend EE811AS;6306;;
Commend EE872ABT;6307;;
Commend EE872AS;6308;;
Commend EF311AG;6309;;
Commend EG811BT;6310;;
Commend EG872BT;6311;;
Commend EE420R;6312;;
Commend EE420S;6313;;
Commend EE442;6314;;
Commend EE320AR;6315;;
Commend EE342A;6316;;
Commend EF863-1M2S.C;6325;;
Commend EF963M.C;6326;;
Commend ET861AW.C;6327;;
Commend ET867 W;6328;;
Commend ET661 SI;6329;;
Commend ET661 W;6344;;
Commend ER660-S;6345;;
Commend ER660-W;6346;;
Commend ER661-W;6347;;
Commend ERT660;6348;;
Commend ERT661;6349;;
Commend ERT661A;6350;;
Commend ER860-W;6351;;
Commend ER861-W;6352;;
Commend ER861A-W;6353;;
Commend ERT860;6354;;
Commend ERT861;6355;;
Commend ERT861A;6356;;
Commend TAG-1;6357;;
Commend EE560;6369;;
Commend EE561;6370;;
Commend EE571;6371;;
Commend EF561;6372;;
Commend EF571;6373;;
Commend ET504;6374;;
Commend EE6106M;6375;;
Commend EE6107M;6376;;
Commend EE6146M;6377;;
Commend EE6147M;6378;;
Commend EE61ABMSOS;6379;;
Commend EE6236M;6380;;
Commend EE6237M;6381;;
Commend EE8148M;6414;;
Commend EE8158M;6415;;
Commend EE81ADMSOS;6416;;
Commend EE8238M;6417;;
Commend DC600;6418;;
Commend EDI600;6419;;
Commend EE6999;6420;;
Commend EE8999M;6421;;
Commend EE8999MSOS;6422;;
Commend EM600;6423;;
Commend EM602;6424;;
Commend EM603;6425;;
Commend EM605;6426;;
Commend EM606;6427;;
Commend EM650;6428;;
Commend EM660;6429;;
Commend EM670;6430;;
Commend EM680;6431;;
Commend EM681;6432;;
Commend EM6B0;6433;;
Commend EX Resistel;6456;;
Commend EX7711;6457;;
Commend ET411;6458;;
Commend ET508;6459;;
Commend ET562;6460;;
Commend ET570;6461;;
Commend ET571;6463;;
Commend ET601;6464;;
Commend ET808;6471;;
Commend ET811A;6472;;
Commend ET862;6473;;
Commend ET870;6474;;
Commend ET871;6475;;
Commend EB2E2AHE;6476;;
Commend ET908;6477;;
Commend ET908-1;6478;;
Commend EF031-1;6479;;
Commend EF031-1R;6480;;
Commend EF031-2;6481;;
Vostok ST-101;vostok-st-101;;
Commend EB2E2A;6502;;
Commend ET901 WP-A;6503;;
Commend ET901 WP-D;6504;;
Commend ET901-A;6505;;
Commend ET901-D;6506;;
Commend ET901-HE-A;6507;;
Commend ET901-HSH35;6508;;
Commend PA20W30V;6509;;
Commend EF031-2M;6510;;
Commend EF031-2MR;6511;;
Commend EF031-2R;6512;;
Commend MIC480S;6513;;
Commend MICQ400;6514;;
Commend AL10-S;6515;;
Commend AL10-W;6516;;
Commend EF62G;6517;;
Commend EF62O;6518;;
Commend EF62W;6519;;
Commend EF63G;6520;;
Commend EF63O;6521;;
Commend EF63SOFGH;6522;;
Commend EF63W;6523;;
Commend EF63BF2;6524;;
Commend EF63BF3;6525;;
Commend UP030;6526;;
Commend UPD1;6527;;
Commend GUEF62;6528;;
Commend GUEF63;6529;;
Commend ET311A;6552;;
Commend ET312A;6553;;
Commend ET901-MS63;6554;;
Commend POE-ET908;6555;;
Commend EB330A;6557;;
Commend EB330AH;6558;;
Commend GEC480S;6559;;
Commend GEC481S;6560;;
Commend GEC881;6561;;
Commend GEC882;6562;;
Commend ET8E8A;6563;;
Commend EG151;6564;;
Commend EK4FF;6565;;
Commend EW401S;6566;;
Commend PA20W15VEU;6567;;
Commend KE 510;6568;;
Commend KE 520;6569;;
Commend HP-10;6570;;
LG-ERICSSON eMG80-AIMS;6575;;
LG-ERICSSON eMG80-TAPI;6576;;
LG-ERICSSON eMG80-IPN;6577;;
LG-ERICSSON eMG80-3SIPS;6578;;
LG-ERICSSON eMG80-3SIPC;6579;;
LG-ERICSSON eMG80-SP;6580;;
LG-ERICSSON eMG80-SPD;6581;;
LG-ERICSSON eMG80-COMA;6582;;
LG-ERICSSON eMG80-COMI;6583;;
LG-ERICSSON eMG80-UCS;6584;;
LG-ERICSSON eMG80-UCSMA;6585;;
LG-ERICSSON eMG80-ATD;6586;;
LG-ERICSSON eMG80-ATDH;6587;;
LG-ERICSSON eMG80-IPCRS;6588;;
LG-ERICSSON eMG80-IPCRC;6589;;
LG-ERICSSON eMG80-APL;6590;;
LG-Ericsson iPECS-MG MG-BKSU;6591;;
LG-Ericsson iPECS-MG MG-EKSU;6592;;
LG-Ericsson MG-PSU;6593;;
LG-Ericsson MG-MPB100;6594;;
LG-ERICSSON MG-MPB300;6595;;
LG-Ericsson MG-LCOB4;6596;;
LG-Ericsson MG-LCOB8;6597;;
LG-Ericsson MG-LCOB12;6598;;
LG-ERICSSON MG-PRIB;6599;;
LG-Ericsson MG-BRIB2;6600;;
LG-Ericsson MG-BRIB4;6601;;
LG-Ericsson MG-DTIB12;6602;;
LG-Ericsson MG-DTIB12C;6603;;
LG-Ericsson MG-DTIB24;6604;;
LG-Ericsson MG-DTIB24C;6605;;
LG-Ericsson MG-SLIB12;6606;;
LG-Ericsson MG-SLIB12C;6607;;
LG-Ericsson MG-SLIB24;6608;;
LG-Ericsson MG-SLIB24C;6609;;
LG-Ericsson MG-VOIB8;6610;;
LG-ERICSSON MG-VOIB24;6611;;
LG-Ericsson MG-AAIB;6612;;
LG-ERICSSON MG-VMIB;6613;;
LG-ERICSSON MG-WTIB4;6614;;
LG-ERICSSON MG-WTIB8;6615;;
LG-Ericsson MG-MODU;6616;;
LG-Ericsson MG-WMK.STG;6617;;
LG-Ericsson MG-EZP.STG;6618;;
LG-Ericsson MG-EZPD.STG;6619;;
LG-ERICSSON MG-EZA.STG;6620;;
LG-ERICSSON MG-IPN.STG;6621;;
LG-Ericsson MG-NMS.STG;6622;;
LG-Ericsson MG-SIP.STG;6623;;
LG-Ericsson MG-TAPI.STG;6624;;
LG-ERICSSON MG-TNLS.STG;6625;;
LG-ERICSSON MG-FLD;6626;;
LG-Ericsson MG-COMA;6627;;
LG-Ericsson MG-COMI;6628;;
LG-ERICSSON MG-ATD;6629;;
LG-ERICSSON MG-ATDH;6630;;
LG-Ericsson IPCRS.STG;6631;;
LG-Ericsson IPCRC;6632;;
LG-Ericsson MG-SP;6633;;
LG-Ericsson MG-SPD;6634;;
LG-ERICSSON UCS;6635;;
LG-Ericsson LDP-7008D;6636;;
LG-Ericsson LDP-7016D;6637;;
LG-Ericsson LDP-7024D;6638;;
LG-Ericsson LDP-7024LD;6639;;
LG-Ericsson LDP-7048DSS;6640;;
LG-Ericsson LDP-7008WMB;6641;;
LG-Ericsson LDP-7024WMB;6642;;
LG-Ericsson LDP-7000BTU;6643;;
LG-Ericsson LDP-7000CTU;6644;;
LG-Ericsson LDP-7000MU;6645;;
LG-Ericsson LDP-7000USB;6646;;
LG-Ericsson LDP-7024PED;6647;;
LG-Ericsson LDP-DPB;6648;;
LG-Ericsson LDP-9008D.STGBK;6649;;
LG-Ericsson LDP-9030D.STGBK;6650;;
LG-Ericsson LDP-9048DSS.STGBK;6651;;
LG-Ericsson LDP-9000BTU.STGBK;6652;;
LG-Ericsson LIK-Micro;6653;;
LG-ERICSSON LIK-MFIM50A;6654;;
LG-ERICSSON LIK-MFIM50B;6655;;
LG-ERICSSON LIK-MFIM100;6656;;
LG-ERICSSON LIK-MFIM300;6657;;
LG-ERICSSON LIK-MFIM600;6658;;
LG-ERICSSON LIK-MFIM1200;6659;;
LG-Ericsson LIK-LGCM4;6660;;
LG-Ericsson LIK-LGCM8;6661;;
LG-ERICSSON LIK-PRIM;6662;;
LG-Ericsson LIK-BRIM2;6663;;
LG-ERICSSON LIK-BRIM4;6664;;
LG-Ericsson LIK-VOIM8;6665;;
LG-ERICSSON LIK-VOIM24;6666;;
LG-Ericsson LIK-SLTM4;6667;;
LG-ERICSSON LIK-SLTM8;6668;;
LG-ERICSSON LIK-SLTM32;6669;;
LG-Ericsson LIK-DTIM8;6670;;
LG-ERICSSON LIK-DTIM24;6671;;
LG-Ericsson LIK-WTIM4;6672;;
LG-ERICSSON LIK-WTIM8;6673;;
LG-ERICSSON LIK-MCIM;6674;;
LG-ERICSSON LIK-VMIM;6675;;
LG-Ericsson I300-POE8;6676;;
LG-Ericsson I300-RSGM;6677;;
iRZ TU41;6684;;
Yealink SIP-T29G;yealink-sip-t29g;;
LG-Ericsson LIK-ADPT;6764;;
LG-ERICSSON LIK-MCKTE;6766;;
LG-Ericsson LIK-PSU;6767;;
LG-Ericsson LIK-1URMB;6768;;
LG-Ericsson LIK-WBRKE;6769;;
LG-Ericsson I300-DHE.STG;6770;;
LG-Ericsson I300-DHLD.STG;6771;;
LG-ERICSSON LIK-TAPIS;6772;;
LG-ERICSSON LIK-IPNS;6773;;
LG-ERICSSON LIK-EZAS;6774;;
LG-ERICSSON LIK-AIMS;6775;;
LG-ERICSSON LIK-TNLSS;6776;;
LG-ERICSSON LIK-2BRI;6777;;
LG-ERICSSON I300-TAPI;6778;;
LG-ERICSSON I300-IPN;6779;;
LG-ERICSSON I300-EZA;6780;;
LG-ERICSSON LIK-AIM.STG;6781;;
LG-ERICSSON LIK-TNLS;6782;;
LG-Ericsson LIK-SP;6783;;
LG-Ericsson LIK-SPD;6784;;
LG-ERICSSON LIK-SIPE;6785;;
LG-ERICSSON UCS;6786;;
LG-ERICSSON LIK-WP;6787;;
LG-ERICSSON LIK-NMS;6788;;
LG-ERICSSON LIK-Fidelio;6789;;
LG-ERICSSON LIK-COMA;6790;;
LG-ERICSSON LIK-COMI;6791;;
LG-ERICSSON LIK-ATD;6792;;
LG-ERICSSON LIK-ATDH;6793;;
LG-ERICSSON IPCRT;6794;;
LG-ERICSSON I300-WHLD.STG;6795;;
LG-ERICSSON D162-5MC1;6796;;
LG-ERICSSON D162-5MC2;6797;;
LG-ERICSSON GDC-600BE;6803;;
LG-ERICSSON GDC-450H;6804;;
LG-ERICSSON GDC-800Bi.STG;6805;;
LG-ERICSSON GDC-800R;6806;;
LG-ERICSSON CM-S2K.STG;6807;;
LG-ERICSSON CM-S1K.STG;6808;;
LG-ERICSSON CM-LANU.STG;6809;;
