IE_XML_ID;IE_NAME;CV_PRICE_1
4897;Радиал MDF1-6VL8/10;12905.00
4898;Радиал MDF1-6VH4.5/6;12905.00
4899;Радиал MDF1-6VH6/8;12905.00
4900;Радиал MDF1-6VH8/10;12905.00
4901;Радиал MDF1-6VH-15;12905.00
4902;Радиал MDF1-12VH-4;0.00
4903;Радиал MDF2-8V;0.00
4904;Радиал MDF2-6V3-4.5UK;0.00
4905;Радиал MDF2-6VL-4.5/6HP;24047.00
4906;Радиал MDF2-6VH-4.5/6HP;24047.00
4907;Радиал MDF-6UL8/13;0.00
4908;Радиал MDF-6UM8/13;0.00
4909;Радиал MDF1-6UH5/8;13493.00
4910;Радиал MDF1-6UL5/8;13493.00
4911;Радиал MDF1-6UL-40;12046.00
4912;Радиал MDF1-6U-10;13493.00
4913;Радиал MDF2-6U10-HP;18711.00
4916;Hytera MD785 25W;593.00
4917;Hytera POA38;21.00
4918;Hytera PS2004;15.00
4919;Hytera BL2006;0.00
4920;Hytera BL2503;82.00
4921;Hytera SM18N2;72.00
4922;Hytera ESN12;28.00
4923;Hytera EHN16;31.00
4924;Hytera EHN17;33.00
4925;Hytera EAN23;42.00
4926;Hytera ES-01;0.00
4927;Hytera ES-02;22.00
4928;Hytera EH-01;12.00
4929;Hytera EH-02;13.00
4997;АГАТ UX-3710;80000.00
4998;АГАТ UX-3730;61000.00
4999;АГАТ UX-2211;0.00
5002;АГАТ UX-3410;0.00
5003;АГАТ UX-3720;0.00
5004;АГАТ UX-3420;0.00
5008;Hanlong UC862;0.00
5009;АГАТ UX-3212;0.00
5010;АГАТ GT-3420;0.00
5011;АГАТ GT-3410;0.00
5013;Hanlong UC842;0.00
5049;Zycoo CooVox U20-A202;0.00
5050;Zycoo CooVox U20-A220;0.00
5051;Zycoo 1GSM;0.00
5052;Zycoo 2GSM;0.00
5053;Zycoo 4GSM;0.00
5054;Zycoo 4FXS;0.00
5055;Zycoo PRI;0.00
5056;Zycoo 4FXO;0.00
5057;Zycoo 2FXOS;0.00
5058;Zycoo 2FXS;0.00
5059;Zycoo 2FXO;0.00
5060;Zycoo 1FXOS;0.00
5063;Zycoo 4BRI;0.00
5064;Zycoo UMTS 3G;0.00
5065;Zycoo 32EC;0.00
5134;Hanlong UC860P;0.00
5135;Hanlong UC840P;0.00
5139;Hanlong UC806P;0.00
5140;Hanlong UC804P;0.00
5141;Hanlong UC803P;0.00
5142;Hanlong UC802P;0.00
5143;Hanlong Unicorn 6004;0.00
5144;Hanlong Unicorn 3112 ;0.00
5153;Hanlong UC40;0.00
5154;Hanlong A320 HD IP3;0.00
5155;Hanlong A310 IP;0.00
5156;Hanlong Unicorn 6008;0.00
5157;Hytera EAN17;41.00
5158;Hytera EAN18;41.00
5159;Hytera EWN09;1076.00
5160;Hytera POA42;922.00
5161;Hytera AN0140H01;0.00
5162;Hytera AN0148H03;0.00
5163;Hytera AN0158H02;0.00
5164;Hytera AN0168H01;0.00
5165;Hytera AN0435H06;0.00
5166;Hytera AN0435W07;0.00
5171;Hytera NCN009;127.00
5172;Hytera PCN005;16.00
5173;Hytera CH04L01;0.00
5174;Hytera CH10L15;0.00
5175;Hytera MCA05-X;1206.00
5176;Hytera MCA10;337.00
5190;Hytera BRK08;15.00
5192;Hytera SM20A1;168.00
5193;Hytera SM09D1;56.00
5194;Hytera SM19A1;92.00
5196;Hytera PS16001;486.00
5197;Hytera GPS04;19.00
5198;Hytera AN0462M03;62.00
5199;Hytera AN0438M03;62.00
5200;Hytera AN0408M02;62.00
5201;Hytera AN0462M02;66.00
5202;Hytera AN0438M02;66.00
5203;Hytera AN0408M01;66.00
5204;Hytera AN0171M12;66.00
5205;Hytera AN0165M03;66.00
5206;Hytera AN0155M05;66.00
5207;Hytera AN0139M02;66.00
5208;Hytera AN0171M11;62.00
5209;Hytera AN0165M04;62.00
5210;Hytera AN0155M06;62.00
5211;Hytera AN0139M01;62.00
5212;Hytera POA53;22.00
5214;Hytera PWC10;25.00
5216;Hytera BC00006;51.00
5217;Hytera PC38;33.00
5218;Hytera SM18N4-Ex;127.00
5219;Hytera BL1807-Ex;223.00
5220;Hytera LCY005;49.00
5221;Hytera POA47;108.00
5222;Hytera EHW02;114.00
5224;Hytera EWN08;0.00
5225;Hytera EWN07;0.00
5227;Hytera EAN21;62.00
5228;Hytera EAN19;140.00
5229;Hytera ACN-02;34.00
5230;Hytera EAN22;56.00
5231;Hytera EHN21;45.00
5232;Hytera EHN20;0.00
5233;Hytera ESN14;0.00
5234;Hytera BL1809;123.00
5235;Hytera BL1401;102.00
5236;Hytera BL1103;0.00
5238;Hytera BC00009;0.00
5239;Hytera PC45;33.00
5240;Hytera BC00008;51.00
5243;Hytera PC43;39.00
5244;Hytera BC00004;0.00
5280;Трубка BURY CP1000 CarPhone;0.00
5296;Ajetrays AJ-777;8590.00
5400;Plantronics BlackWire C520;0.00
5401;Plantronics BlackWire C510;0.00
5402;Plantronics BlackWire C420;0.00
5403;Plantronics Blackwire C310;0.00
5404;Plantronics Blackwire C320;0.00
5405;Plantronics BlackWire C610M;0.00
5413;Plantronics BlackWire C620-M;0.00
5414;Plantronics SupraPlus BNC Wideband;0.00
5415;Plantronics SupraPlus NC Wideband USB;0.00
5416;Plantronics IP40;0.00
5417;Plantronics M22;0.00
5418;Plantronics DM15;0.00
5419;Plantronics MDA200;0.00
5420;Plantronics МО300;0.00
5421;Plantronics А10;0.00
5448;Plantronics CAB-Y;0.00
5449;Plantronics CAB-PC;0.00
5450;Plantronics HIC-1;0.00
5451;Plantronics U10P-S;0.00
5452;Plantronics Entera BNC;0.00
5453;Plantronics Entera NC;0.00
5454;Plantronics SupraPlus Wideband (PL-HW261);0.00
5455;Plantronics SupraPlus Wideband (PL-HW251);0.00
5456;Plantronics SupraPlus Wideband (PL-HW261N);0.00
5457;Plantronics SupraPlus Wideband (PL-HW251N);0.00
5458;Plantronics EncorePro NC (PL-HW291N);0.00
5459;Plantronics EncorePro BNC (PL-HW301N);0.00
5460;Jabra BIZ 2300 QD Duo;139.00
5461;Jabra BIZ 2300 QD Mono;109.00
5462;Jabra BIZ 2300 QD Duo Unify;0.00
5463;Jabra BIZ 2300 QD Mono Unify;0.00
5464;Jabra BIZ 2300 USB Microsoft Lync Duo;149.00
5465;Jabra BIZ 2300 USB UC Microsoft Lync Mono;129.00
5468;Jabra BIZ 2400 Mono 3-in-1 (2406-320-104);0.00
5469;Jabra BIZ 2400 (II) Mono 3-in-1;209.00
5470;Jabra BIZ 2400 Mono 3-in-1 (II);189.00
5471;Jabra BIZ 2400 Mono (II) 3-in-1;199.00
5472;Jabra BIZ 2400 Mono (II) 3-in-1;189.00
5473;Jabra BIZ 2400 Duo (II);199.00
5474;Jabra BIZ 2400 Duo (II);199.00
5475;Jabra BIZ 2400 Duo (II);0.00
5476;Jabra BIZ 2400 Duo (II);219.00
5477;Jabra BIZ 2400 Duo;0.00
5478;Jabra GN2000 Mono SoundTube Narrow Band (2003-320-104);0.00
5479;Jabra GN2000 Mono NC WB (wideband) (2013-82-04) ;0.00
5480;Jabra GN2000 (2003-820-104);0.00
5481;Jabra GN2000 Duo WB (wideband) (2019-82-04) ;0.00
5504;Jabra GN2000 Duo, SoundTube (2019-02-04) ;0.00
5505;Jabra GN2000 Duo Narrow Band;0.00
5506;Jabra GN2000 Duo SoundTube Narrow Band ;0.00
5507;Jabra UC VOICE 150 mono;0.00
5508;Jabra UC voice 550 mono ;0.00
5509;Jabra UC Voice 750 Mono Light;0.00
5510;Jabra UC Voice 750 Mono Drk;0.00
5511;Jabra GN1900 USB Mono;0.00
5512;Jabra GN2000 USB Mono NC;0.00
5513;Jabra GN2000 USB CIPC Mono;0.00
5514;Jabra UC VOICE 150 duo;0.00
5515;Jabra UC voice 550 duo;0.00
5516;Jabra UC Voice 750 Duo Dark;0.00
5517;Jabra UC Voice 750 Duo Light;0.00
5518;Jabra GN1900 USB Duo;0.00
5519;Jabra GN2000 USB CIPC Duo;0.00
5520;Jabra GN2000 Stereo USB NC;0.00
5521;Jabra BIZ 2400 Duo USB;0.00
5522;Jabra GN2100 3-в-1;0.00
5523;Jabra GN2100 3-в-1;0.00
5524;Jabra GN2100 3-в-1;0.00
5525;Jabra GN2100 3-в-1;0.00
5526;Jabra GN2100 3-в-1;0.00
5527;Jabra GN2100 3-в-1;0.00
5528;Jabra GN2100 3-в-1;0.00
5529;Jabra GN2100 with Telecoil;0.00
5530;Jabra GN2100 Duo;0.00
5531;Jabra GN2100 Duo;0.00
5532;Jabra GN2100 Duo;0.00
5533;Jabra GN2100 Duo;0.00
5534;Jabra GN2100 Duo VoIP;0.00
5535;Jabra GN2100 Duo;0.00
5536;Jabra GN2100 Duo;0.00
5599;Jabra GN1900 Duo NC;0.00
5600;Jabra GN1900 Mono NC;0.00
5601;Jabra BIZ 2300 USB UC Duo;149.00
5602;Jabra BIZ 2300 USB UC Mono;129.00
5687;Plantronics Audio 995;0.00
5688;Jabra PRO 930 USB;0.00
5689;Jabra PRO 9450 EMEA;0.00
5690;Jabra PRO 9460 Mono;0.00
5691;Jabra PRO 9465 DUO;0.00
5692;Jabra PRO 9470;0.00
5693;Jabra PRO 9460 Duo ;0.00
5694;Jabra SUPREME UC;0.00
5695;Plantronics .Audio 326;0.00
5696;Plantronics .Audio 345;0.00
5697;Plantronics .Audio 355;0.00
5698;Plantronics .Audio 478;0.00
5699;Plantronics .Audio 622;0.00
5700;Plantronics .Audio 628;0.00
5701;Plantronics Audio 646 DSP;0.00
5702;Plantronics .Audio 648;0.00
5703;Plantronics .Audio 655 DSP;0.00
5704;Plantronics CS530;0.00
5705;Plantronics CS520;0.00
5706;Plantronics CS520/HL10;0.00
5707;Plantronics CS510;0.00
5708;Plantronics CS510/HL10;0.00
5709;Plantronics Blackwire C720-M;0.00
5710;Plantronics Blackwire C720;0.00
5711;Plantronics Blackwire C710-M;0.00
5712;Plantronics Blackwire C710;0.00
5713;Plantronics Blackwire 435;0.00
5717;Plantronics CS530/HL10;0.00
5718;Plantronics CS540/HL10;0.00
5719;Plantronics CS540;0.00
5756;Ajetrays AR-140;15900.00
5803;Lira P-580UV;0.00
5804;Lira B-580P;0.00
5805;Lira A-SMAF-UVL;0.00
5806;Lira CH-580;0.00
5808;Lira Clip-580;0.00
5809;Lira PR-COM-K;0.00
5810;Lira HS-BE-K;0.00
5811;Lira HS-CC-K;0.00
5812;Lira ТP-K;0.00
5813;Lira P-510H;0.00
5822;Lira B-510H;0.00
5830;Lira A-SMAF-UL;0.00
5832;Lira CH-510;0.00
5833;Lira Clip-510;0.00
5834;Lira P-280L;0.00
5835;Lira B280P;0.00
5836;Lira CH-280;0.00
5837;Lira Clip-280;0.00
5838;Lira PR-COM-M;0.00
5839;Lira HS-CC-M;0.00
5840;Lira HS-BE-M;0.00
5841;Lira ТP-M;0.00
5842;Lira P-312;0.00
5843;Lira P-210L;0.00
5844;Lira P-110L;0.00
5845;Lira B312P;0.00
5846;Lira B210P;0.00
5847;Lira B110P;0.00
5848;Lira CH-312;0.00
5849;Lira CH-210;0.00
5850;Lira CH-110;0.00
5851;Lira Clip-312;0.00
5852;Lira Clip-210;0.00
5853;Lira Clip-110;0.00
5969;Бизон KT85;150.00
5974;iRZ MC52iT;3150.00
5975;iRZ MC52iWDT;3200.00
5976;iRZ MC55iT;0.00
5977;iRZ MC52PU;0.00
5978;iRZ MC52i-485GI;0.00
5979;iRZ MC55i-485GI;0.00
5980;iRZ TG21;0.00
5981;iRZ ES75iT;0.00
5982;iRZ ES90iPU;0.00
5983;iRZ TU31;0.00
5986;Lira A-SMAM-US;0.00
5987;iRZ TL21;0.00
5988;iRZ TC65Lite;0.00
5989;iRZ TC65i-485GI;0.00
5990;iRZ TC65i Smart_PRO+;0.00
5991;iRZ ATM2-232;0.00
5992;iRZ ATM2-485;0.00
5993;iRZ RUH;0.00
5994;iRZ RUH (комплект без антенны);0.00
5995;iRZ RUH (комплект);0.00
6008;iRZ TC65i Smart STD;0.00
6009;iRZ RUH2;0.00
6010;iRZ RUH2 (комплект без антенны);0.00
6011;iRZ RUH2 (комплект);0.00
6012;iRZ RUH2b;0.00
6013;iRZ RUH2b (комплект без антенны);0.00
6014;iRZ RUH2b  (комплект);0.00
6015;iRZ RUH3;0.00
6016;iRZ RUH3 (комплект без антенны);0.00
6017;iRZ RUH3 (комплект);0.00
6018;iRZ RU10w;0.00
6019;iRZ RU10w (комплект без антенн);0.00
6020;iRZ RU10w (комплект);0.00
6021;iRZ RU11w;0.00
6022;iRZ RU11w  (комплект без антенн);0.00
6023;iRZ RU11w  (комплект);0.00
6024;iRZ RL11w;0.00
6025;iRZ RL11w (комплект без антенн);0.00
6026;iRZ RL11w (комплект);0.00
6027;iRZ RL21w;16100.00
6028;iRZ RL21w (комплект без антенн);0.00
6029;iRZ RL21w (комплект);0.00
6032;Stelberry SX-520;0.00
6033;Vector R-400;0.00
6034;Vector R-610;206.04
6035;Vector R-710;0.00
6036;Vector R-810;0.00
6037;Vector R-6200D;0.00
6041;iRZ RCA;0.00
6042;iRZ TE10;0.00
6043;Vector AR-01B;27.54
6044;Vector AR-04B;27.54
6045;Vector AR-05B;14.28
6046;Vector AR-06B;41.82
6047;Vector AR-13B;54.06
6048;Vector SR-02B;28.56
6049;Vector SR-03B;37.74
6050;Vector SR-04B;47.94
6051;Антей-901;0.00
6052;Антей-902;0.00
6053;Антей-904;0.00
6054;Антей-905;0.00
6055;Антей-906;0.00
6056;Антей-915;0.00
6057;Антей-924;0.00
6058;Yeastar NeoGate TE200 ;1144.00
6061;Триада-ВА 996 (FME);0.00
6062;Триада-ВА 996 (SMA);0.00
6063;Триада-МА 976 (FME);0.00
6064;Триада-МА 976 (SMA);0.00
6065;Триада-МА 991 (FME);0.00
6066;Триада-МА 991 (SMA);0.00
6067;Триада-МА 992 (FME);0.00
6068;Триада-МА 992 (SMA);0.00
6069;Триада-МА 993 (FME);0.00
6070;Триада-МА 993 (SMA);0.00
6071;Триада-МА 994 (FME);0.00
6072;Триада-МА 994 (SMA);0.00
6073;Erisson GSM Антенна 3dB;0.00
6074;GSM Антенна Erisson Mini;0.00
6075;Best АКЛ-900 (О) ;0.00
6076;Best АКЛ-900 (B) ;0.00
6077;АКЛ-3G (Omni);0.00
6078;Антенный комплекс АКЛ-900;0.00
6079;Антенный комплекс АКЛ-34(Omni);0.00
6080;Siemens ANT794-4MR ;0.00
6081;Beyondoor LTE-02-02;0.00
6082;Beyondoor 2400-01 ;0.00
6083;Ajetrays AJ-436;0.00
6086;TC8821;0.00
6087;Логос-9 GSM 900 МГц;0.00
6088;OND-005-04-2 Антивандальная;0.00
6089;Erisson SMA(m);0.00
6090;Erisson SMA(m) ;0.00
6091;iRZ 12В/500мА (RJ11);0.00
6092;iRZ 12В/1000мА (RJ11);0.00
6094;iRZ 12В/500мА (MicroFit);0.00
6095;iRZ 12В/1000мА (MicroFit);0.00
6096;Блок питания для модема Q24PL001;0.00
6097;iRZ DB9M-DB9F (RS232);0.00
6098;iRZ RJ11;0.00
6099;iRZ Кабель USB (A-B);0.00
6100;Кабель USB-mini 5-pin;0.00
6101;Патч-корд прямой 1.8м;0.00
6102;Wago 209-120;0.00
6103;Фиксатор на din-рейку iRZ;0.00
6104;Комплект крепежа iRZ;0.00
6123;Бизон KM9000 VHF ;300.00
6124;Бизон KM9000 UHF;300.00
6128;AnyTone AT-6200D;0.00
6129;AnyTone AT-6200GD;0.00
6130;AnyTone AT-800 ;0.00
6131;AnyTone AT-700;0.00
6132;AnyTone AT-600;12075.00
6133;AnyTone AT-500;10950.00
6134;AnyTone AT-408 ;8625.00
6136;Бизон KT45;0.00
6137;Бизон KB26;55.00
6138;Бизон KB 23;0.00
6139;Бизон KB16;44.00
6140;Бизон KL45;33.00
6145;Бизон KH85;44.00
6146;Бизон CH6;450.00
6147;Бизон A2UV;15.00
6148;Бизон PR01;47.00
6149;Бизон PW9000;30.00
6150;Бизон PM9000;55.00
6151;Бизон PR-9000;0.00
6152;Бизон KP15;60.00
6167;Hanlong Unicorn 6080;0.00
6168;LG-Ericsson LWS-BS;0.00
6169;LG-Ericsson LWS-WK;10320.00
6170;ERICSSON-LG SBG-1000.STG;0.00
6172;Commend WS810P;0.00
6173;LG-Ericsson SBG-1K-EL24.STG;29568.00
6174;LG-Ericsson SBG-1K-SIPE.STG;6336.00
6175;LG-Ericsson SBG-1K-TAPI.STG;31680.00
6176;LG-Ericsson SBG-1K-EZA.STG;52800.00
6177;LG-Ericsson LIP-SP.STGB;0.00
6178;LG-Ericsson LIP-SPD.STGB;0.00
6179;LG-Ericsson LIP-WP.STG;0.00
6180;LG-Ericsson IPCRS.STG;63360.00
6181;LG-Ericsson IPCRC.STG;14784.00
6182;LG-Ericsson SBG-1K-IPN.STG;21120.00
6183;LG-Ericsson SBG-1K-CIU1.STG;2880.00
6184;LG-Ericsson SBG-1K-CIU2.STG;5440.00
6185;LG-Ericsson SBG-1K-CIU4.STG;9920.00
6186;LG-Ericsson SBG-1K-BRIU.STG;0.00
6187;LG-Ericsson SBG-1K-BRI2.STG;0.00
6188;LG-Ericsson SBG-1K-CSIU.STG;5040.00
6199;LG-Ericsson Aria Soho;0.00
6200;ERICSSON-LG AR-BKSU;25200.00
6201;ERICSSON-LG AR-EKSU;0.00
6202;ERICSSON-LG AR-SLIB8;0.00
6203;ERICSSON-LG AR-CHB308;0.00
6204;ERICSSON-LG AR-CSB316;27200.00
6205;ERICSSON-LG AR-DPU2;0.00
6206;ERICSSON-LG AR-LANU;0.00
6207;ERICSSON-LG AR-MODU;1920.00
6208;ERICSSON-LG AR-VMIU;10080.00
6209;ERICSSON-LG AR-AAFU;0.00
6210;ERICSSON-LG AR-RMB;3040.00
6211;ERICSSON-LG AR-TAPI1;0.00
6212;ERICSSON-LG AR-TAPI.STG;10560.00
6213;ERICSSON-LG AR-EZA.STG;16704.00
6214;ERICSSON-LG AR-EZPN;0.00
6216;LG-Ericsson ipLDK-60;0.00
6217;LG-Ericsson L60-BKSU;0.00
6218;LG-Ericsson L60-EKSU;0.00
6219;LG-Ericsson ipLDK60-PKG2;0.00
6220;LG-Ericsson ipLDK60-PKG3;0.00
6221;LG-Ericsson ipLDK60-PKG4;0.00
6222;LG-Ericsson L60-SLIB8;0.00
6223;LG-Ericsson L60-CHB308;0.00
6224;LG-Ericsson L60-CSB316;0.00
6225;LG-Ericsson L60-PRHB8;0.00
6226;LG-Ericsson L60-WDIB4;0.00
6227;LG-Ericsson L60-MODU;0.00
6228;LG-Ericsson L60-VMIU;0.00
6229;LG-Ericsson L60-AAFU;0.00
6230;LG-Ericsson L60-VOIB;0.00
6231;LG-Ericsson L60-VOIU;0.00
6239;LG-Ericsson L60-EZPD;0.00
6240;LG-Ericsson L60-IPN;0.00
6241;LG-Ericsson L60-EZA;0.00
6242;LG-Ericsson L60-TAPI;0.00
6243;LG-Ericsson LIP-SP;10560.00
6244;LG-Ericsson LIP-SPD;14784.00
6252;LG-Ericsson iPECS-eMG80;0.00
6253;LG-Ericsson eMG80-KSUA.STGBK;35600.00
6254;LG-Ericsson eMG80-KSUI.STGBK;0.00
6255;LG-Ericsson eMG80-EKSU.STGBK;40800.00
6256;LG-Ericsson eMG80-CH204.STG;11280.00
6257;LG-Ericsson eMG80-CH408.STG;20400.00
6258;LG-Ericsson eMG80-CS416.STG;31120.00
6259;LG-Ericsson eMG80-BH104.STG;18480.00
6260;LG-Ericsson eMG80-BH208.STG;32080.00
6261;LG-Ericsson eMG80-PRIU.STG;35040.00
6262;LG-Ericsson eMG80-HYB8.STG;13600.00
6263;LG-Ericsson eMG80-SLB16.STG;26240.00
6264;LG-ERICSSON eMG80-WTIB4.STG;19440.00
6265;LG-ERICSSON eMG80-VVMU.STG;16560.00
6266;LG-ERICSSON eMG80-MEMU.STG;24320.00
6267;LG-ERICSSON eMG80-RMB;5840.00
6268;LG-ERICSSON eMG80-MODU.STG;6800.00
6269;LG-ERICSSON eMG80-KCC;0.00
6270;LG-ERICSSON eMG80-IPCL;3168.00
6271;LG-ERICSSON eMG80-IPCLV;3168.00
6272;LG-ERICSSON eMG80-VMCL;2208.00
6273;LG-ERICSSON eMG80-VMCLV;2208.00
6274;LG-ERICSSON eMG80-VMMLV;10080.00
6275;LG-ERICSSON eMG80-MEX;0.00
6276;LG-ERICSSON eMG80-Hotel;9600.00
6277;LG-ERICSSON eMG80-Fidelio;28800.00
6278;LG-ERICSSON eMG80-SIPE;2880.00
6296;Commend EE400G;0.00
6297;Commend EE401G;0.00
6298;Commend EE470S;0.00
6299;Commend EE472S;0.00
6300;Commend EF400G;0.00
6301;Commend EF401G;0.00
6302;Commend EE411G;0.00
6303;Commend EE301ABT;0.00
6304;Commend EE372ABT;0.00
6305;Commend EE811ABT;0.00
6306;Commend EE811AS;0.00
6307;Commend EE872ABT;0.00
6308;Commend EE872AS;0.00
6309;Commend EF311AG;0.00
6310;Commend EG811BT;0.00
6311;Commend EG872BT;0.00
6312;Commend EE420R;0.00
6313;Commend EE420S;0.00
6314;Commend EE442;0.00
6315;Commend EE320AR;0.00
6316;Commend EE342A;0.00
6325;Commend EF863-1M2S.C;0.00
6326;Commend EF963M.C;0.00
6327;Commend ET861AW.C;0.00
6328;Commend ET867 W;0.00
6329;Commend ET661 SI;0.00
6344;Commend ET661 W;0.00
6345;Commend ER660-S;0.00
6346;Commend ER660-W;0.00
6347;Commend ER661-W;0.00
6348;Commend ERT660;0.00
6349;Commend ERT661;0.00
6350;Commend ERT661A;0.00
6351;Commend ER860-W;0.00
6352;Commend ER861-W;0.00
6353;Commend ER861A-W;0.00
6354;Commend ERT860;0.00
6355;Commend ERT861;0.00
6356;Commend ERT861A;0.00
6357;Commend TAG-1;0.00
6369;Commend EE560;0.00
6370;Commend EE561;0.00
6371;Commend EE571;0.00
6372;Commend EF561;0.00
6373;Commend EF571;0.00
6374;Commend ET504;0.00
6375;Commend EE6106M ;0.00
6376;Commend EE6107M ;0.00
6377;Commend EE6146M;0.00
6378;Commend EE6147M;0.00
6379;Commend EE61ABMSOS;0.00
6380;Commend EE6236M;0.00
6381;Commend EE6237M;0.00
6414;Commend EE8148M;0.00
6415;Commend EE8158M;0.00
6416;Commend EE81ADMSOS;0.00
6417;Commend EE8238M;0.00
6418;Commend DC600;0.00
6419;Commend EDI600;0.00
6420;Commend EE6999;0.00
6421;Commend EE8999M;0.00
6422;Commend EE8999MSOS;0.00
6423;Commend EM600 ;0.00
6424;Commend EM602;0.00
6425;Commend EM603;0.00
6426;Commend EM605;0.00
6427;Commend EM606;0.00
6428;Commend EM650;0.00
6429;Commend EM660;0.00
6430;Commend EM670;0.00
6431;Commend EM680;0.00
6432;Commend EM681;0.00
6433;Commend EM6B0 ;0.00
6456;Commend EX Resistel;0.00
6457;Commend EX7711;0.00
6458;Commend ET411 ;0.00
6459;Commend ET508;0.00
6460;Commend ET562;0.00
6461;Commend ET570;0.00
6463;Commend ET571;0.00
6464;Commend ET601;0.00
6471;Commend ET808 ;0.00
6472;Commend ET811A ;0.00
6473;Commend ET862;0.00
6474;Commend ET870;0.00
6475;Commend ET871;0.00
6476;Commend EB2E2AHE ;0.00
6477;Commend ET908;0.00
6478;Commend ET908-1;0.00
6479;Commend EF031-1;0.00
6480;Commend EF031-1R;0.00
6481;Commend EF031-2 ;0.00
6487;Vostok ST-101;8150.00
6502;Commend EB2E2A;0.00
6503;Commend ET901 WP-A;0.00
6504;Commend ET901 WP-D;0.00
6505;Commend ET901-A;0.00
6506;Commend ET901-D;0.00
6507;Commend ET901-HE-A;0.00
6508;Commend ET901-HSH35;0.00
6509;Commend PA20W30V ;0.00
6510;Commend EF031-2M;0.00
6511;Commend EF031-2MR;0.00
6512;Commend EF031-2R;0.00
6513;Commend MIC480S;0.00
6514;Commend MICQ400;0.00
6515;Commend AL10-S;0.00
6516;Commend AL10-W;0.00
6517;Commend EF62G ;0.00
6518;Commend EF62O;0.00
6519;Commend EF62W ;0.00
6520;Commend EF63G;0.00
6521;Commend EF63O;0.00
6522;Commend EF63SOFGH;0.00
6523;Commend EF63W;0.00
6524;Commend EF63BF2 ;0.00
6525;Commend EF63BF3;0.00
6526;Commend UP030 ;0.00
6527;Commend UPD1 ;0.00
6528;Commend GUEF62;0.00
6529;Commend GUEF63;0.00
6552;Commend ET311A;0.00
6553;Commend ET312A;0.00
6554;Commend ET901-MS63;0.00
6555;Commend POE-ET908;0.00
6557;Commend EB330A ;0.00
6558;Commend EB330AH ;0.00
6559;Commend GEC480S;0.00
6560;Commend GEC481S;0.00
6561;Commend GEC881;0.00
6562;Commend GEC882;0.00
6563;Commend ET8E8A;0.00
6564;Commend EG151;0.00
6565;Commend EK4FF;0.00
6566;Commend EW401S ;0.00
6567;Commend PA20W15VEU;0.00
6568;Commend KE 510 ;0.00
6569;Commend KE 520 ;0.00
6570;Commend HP-10 ;0.00
6575;LG-ERICSSON eMG80-AIMS;0.00
6576;LG-ERICSSON eMG80-TAPI;28800.00
6577;LG-ERICSSON eMG80-IPN;28800.00
6578;LG-ERICSSON eMG80-3SIPS;0.00
6579;LG-ERICSSON eMG80-3SIPC;0.00
6580;LG-ERICSSON eMG80-SP;5760.00
6581;LG-ERICSSON eMG80-SPD;5760.00
6582;LG-ERICSSON eMG80-COMA;7296.00
6583;LG-ERICSSON eMG80-COMI;7296.00
6584;LG-ERICSSON eMG80-UCS;11520.00
6585;LG-ERICSSON eMG80-UCSMA;0.00
6586;LG-ERICSSON eMG80-ATD;38400.00
6587;LG-ERICSSON eMG80-ATDH;57600.00
6588;LG-ERICSSON eMG80-IPCRS;28800.00
6589;LG-ERICSSON eMG80-IPCRC;2880.00
6590;LG-ERICSSON eMG80-APL;0.00
6591;LG-Ericsson iPECS-MG MG-BKSU;0.00
6592;LG-Ericsson iPECS-MG MG-EKSU;0.00
6593;LG-Ericsson MG-PSU;40800.00
6594;LG-Ericsson MG-MPB100;0.00
6595;LG-ERICSSON MG-MPB300;51120.00
6596;LG-Ericsson MG-LCOB4;15520.00
6597;LG-Ericsson MG-LCOB8;23360.00
6598;LG-Ericsson MG-LCOB12;35760.00
6599;LG-ERICSSON MG-PRIB;64160.00
6600;LG-Ericsson MG-BRIB2;30560.00
6601;LG-Ericsson MG-BRIB4;59280.00
6602;LG-Ericsson MG-DTIB12;19440.00
6603;LG-Ericsson MG-DTIB12C;19440.00
6604;LG-Ericsson MG-DTIB24;29200.00
6605;LG-Ericsson MG-DTIB24C;29200.00
6606;LG-Ericsson MG-SLIB12;31120.00
6607;LG-Ericsson MG-SLIB12C;31120.00
6608;LG-Ericsson MG-SLIB24;48640.00
6609;LG-Ericsson MG-SLIB24C;48640.00
6610;LG-Ericsson MG-VOIB8;35040.00
6611;LG-ERICSSON MG-VOIB24;58320.00
6612;LG-Ericsson MG-AAIB;31120.00
6613;LG-ERICSSON MG-VMIB;77760.00
6614;LG-ERICSSON MG-WTIB4;48640.00
6615;LG-ERICSSON MG-WTIB8;104160.00
6616;LG-Ericsson MG-MODU;11680.00
6617;LG-Ericsson MG-WMK.STG;0.00
6618;LG-Ericsson MG-EZP.STG;0.00
6619;LG-Ericsson MG-EZPD.STG;5280.00
6620;LG-ERICSSON MG-EZA.STG;84480.00
6621;LG-ERICSSON MG-IPN.STG;0.00
6622;LG-Ericsson MG-NMS.STG;10560.00
6623;LG-Ericsson MG-SIP.STG;6336.00
6624;LG-Ericsson MG-TAPI.STG;52800.00
6625;LG-ERICSSON MG-TNLS.STG;84480.00
6626;LG-ERICSSON MG-FLD;0.00
6627;LG-Ericsson MG-COMA;0.00
6628;LG-Ericsson MG-COMI;0.00
6629;LG-ERICSSON MG-ATD;126720.00
6630;LG-ERICSSON MG-ATDH;211200.00
