IE_XML_ID;IE_NAME;IE_DETAIL_TEXT_TYPE
14070;Comrade CMGP-8;html
14071;Comrade CMGP-6;html
14072;Comrade CMGP-3F;html
14073;Comrade CMGP-5;html
14075;Comrade CMGP-3 Black;html
14078;Comrade BCC-R3;html
14079;Comrade BCC-R4;html
14080;Comrade BCC-R5;html
14081;Comrade BCC-R6;html
14082;Comrade BCC-R7;html
14083;Comrade BCC-R8;html
14084;TurboSky BCT-R2;html
14085;TurboSky BCT-T3;html
14086;TurboSky BCT-T4;html
14087;TurboSky BCT-T5;html
14088;Бизон VH50;html
14089;Бизон KL25M;html
14090;Бизон KH25;html
14091;Бизон KH65;html
14092;Бизон KH45;html
14094;Бизон KSM15;html
14095;Бизон KSM25;html
14096;Бизон PR15;html
14097;Бизон CA65;html
14098;Бизон AN65U;html
14099;АКБ ГРИФОН G-6;html
14100;АКБ ГРИФОН G-34;html
14101;ЗУ ГРИФОН G-44;html
14102;ЗУ ГРИФОН G-6;html
14103;Сетевой адаптер для ГРИФОН G-6;html
14104;ЗУ ГРИФОН G-45;html
14105;Сетевой адаптер для ГРИФОН;html
14107;Аргут НМ-23;html
14108;Аргут НМ-66;html
14111;Аргут АКБ А-24 LED;html
14112;Аргут АКБ А-25 NEW;html
14113;Кейс под батарейки Аргут А-23/24 NEW;html
14114;Аргут АКБ А-43;html
14115;Аргут АКБ А-41 NEW;html
14116;Аргут АКБ А-41/А-75;html
14118;Аргут кабель USB;html
14119;Аргут кабель COM;html
14120;Аргут А-73 З/У;html
14124;Аргут З/У А-43;html
14456;Motorola PMMN4046;html
14473;Motorola PMNN4158;html
14514;Caltta AD200;html
14515;Caltta AD100;html
14519;Caltta AD500;html
14520;Caltta AD520;html
14522;Caltta AD700;html
14523;Caltta AD790;html
14524;Caltta AA100;html
14526;Caltta AA110;html
14527;Caltta AA200;html
14528;Caltta AA180;html
14529;Caltta AF501;html
14531;Caltta AF701;html
14532;Caltta AD792;html
14533;Caltta AA410;html
14534;Caltta AF730;html
14536;Caltta AC700;html
14538;Caltta AC950;html
14539;Caltta AC800;html
14576;Motorola PMMN4067;html
14595;Motorola PMLN6688;html
14596;Motorola PMLN6705;html
14597;Motorola PS000042A12;html
14598;Motorola PMLN7157;html
14599;Motorola PMNN4468;html
14600;Motorola PMLN7158;html
14601;Motorola PMLN7102;html
14602;Motorola PMLN7110;html
14603;Motorola PMPN4297;html
14609;Motorola PMLN7270;html
14610;Motorola PMLN6755;html
14613;Motorola PMNN4407;html
14614;Motorola PMNN4448;html
14615;Motorola PMNN4544;html
14616;Motorola NNTN8525;html
14617;Motorola PMPN4289;html
14618;Motorola WPLN4220;html
14619;Motorola WPLN4213;html
14620;Motorola WPLN4255;html
14624;Motorola NNTN8459;html
14625;Motorola PMLN4620;html
14626;Motorola PMLN6069;html
14627;Motorola PMLN6125;html
14628;Motorola PMLN6126;html
14629;Motorola PMLN6830;html
14630;Motorola PMLN7188;html
14631;Motorola PMLN7560;html
14636;Motorola RLN5887;html
14637;Motorola RLN6284;html
14641;Motorola PMKN4071;html
14666;Motorola GMMN4580;html
14668;Motorola PMLN6087;html
14669;Motorola PMLN6089;html
14670;Motorola PMLN6090;html
14671;Motorola PMLN6092;html
14672;Motorola PMLN6333;html
14673;Motorola PMLN6368;html
14677;Motorola RMN5123;html
14678;Motorola NNTN8840;html
14679;Motorola PMLN7156;html
14680;Motorola PMLN6761;html
14682;Vector HB-44;html
14683;Vector HS-44 Combat;html
14684;Vector AM-27 MAG;html
14685;Vector AM-27 POWER;html
14906;Motorola MH-360S;html
15276;Бизон KHS1 / S1S;html
15278;Бизон LM85;html
15279;Бизон KH25L / KH25M;html
15281;Бизон KB1800;html
15282;Бизон KB30;html
15283;Бизон PR15S;html
15285;Бизон PRMS;html
15287;Бизон PR100P;html
15288;Бизон KH85D;html
15300;Бизон KH15;html
15301;Бизон AASB;html
15330;Vostok BP-71;html
15331;Vostok BP-101DW;html
15334;Vostok BC-52+AC-52;html
15335;Vostok BC-71+AC-71;html
15336;Vostok BC-203+AC-203;html
15337;Vostok BP-203;html
15338;Vostok HDH-12;html
15340;Vostok HDH-14;html
15341;Vostok HDH-16;html
15342;Vostok HBL-1;html
15343;Vostok HBL-3;html
15345;Vostok HBT-1;html
15346;Vostok HBT-3;html
15347;Vostok HLG-3;html
15348;Vostok SM-100;html
15391;Терек РМ-302 тангента;html
15436;Аргут РК-301Н АКБ;html
15437;Аргут А-55 АКБ;html
15438;Аргут А-36 АКБ;html
15439;Аргут А-73 АКБ;html
15441;Аргут А-55 АКБ 1500 мАч;html
15442;Аргут А-25 АКБ;html
15443;Аргут А-24/А-36/А-41 ЗУ;html
15445;Аргут А-54/А-74/РК-301М ЗУ;html
15446;Аргут А-73 ЗУ;html
15447;Аргут А-25 ЗУ;html
15448;Аргут А-55 ЗУ;html
15450;Аргут А-43/44/45 ЗУ;html
15451;Аргут А-43/44/45 ЗУ АП;html
15452;Аргут А-74 ЗУ;html
15453;Грифон G-3 ЗУ;html
15454;Грифон G-6 ЗУ;html
15455;Грифон G-34 ЗУ;html
15456;Грифон G-34 ЗБ;html
15460;Грифон G-3 АКБ;html
15543;Motorola PMKN4128A;html
17240;Alinco ERW-14;html
17243;Alinco ERW-15 USB;html
17244;Alinco ERW-17;html
17245;Alinco EBP-64;html
17246;Alinco EBP-88H;html
17247;Alinco EBP-101;html
3961;Motorola GLN7318;html
3962;Motorola GLN7326;html
3964;Motorola HSN8145;html
3965;Motorola GKN6266;html
3966;Motorola GPN6145;html
3967;Motorola GLN7324;html
4685;Hytera SM11R1;html
4686;Hytera SM07R2;html
4687;Hytera SM07R1;html
4688;Hytera SM10R2;html
4689;Hytera SM09S2;html
4690;Hytera BRK04;html
4691;Hytera PWC06;html
4692;Hytera POA15;html
4693;Hytera PC21;html
4694;Hytera TM600 ПО;html
4695;Hytera CP09;html
4702;Hytera PWC03;html
4703;Hytera PWC04;html
4704;Hytera TR800 ПО;html
4806;Hytera PS7502;html
4807;Hytera SM18A1;html
4808;Hytera NCN010;html
4809;Hytera BRK17;html
4811;Hytera POA45;html
4812;Hytera PC37;html
4813;Hytera PC47;html
4815;Hytera PC49;html
4816;Hytera BC00005;html
4870;Hytera PC40;html
4871;Hytera PWC11;html
4872;Hytera PS22002 (L);html
4874;Hytera SM16A1;html
4875;Hytera SM16A2;html
4876;Hytera SM10A1;html
4877;Hytera BRK09;html
4878;Hytera BRK16;html
4879;Hytera BRK12;html
4880;Hytera BRK14;html
4881;Hytera BRK19;html
5190;Hytera BRK08;html
5192;Hytera SM20A1;html
5193;Hytera SM09D1;html
5194;Hytera SM19A1;html
5196;Hytera PS16001;html
5197;Hytera GPS04;html
5214;Hytera PWC10;html
5296;Ajetrays AJ-777;html
6150;Бизон PM9000;html
6151;Бизон PR-9000;html
8667;Icom UR-FR5000 #73;html
8674;Icom UR-FR5100 # 72;html
8675;Icom UR-FR5100 #74;html
8676;Icom UR-FR6100 #74;html
8677;Icom UR-FR6100 #72;html
8678;Icom UR-FR6000 #73;html
8679;Icom UC-FR5000 #12;html
8684;Icom IC-PW1;html
9881;аккумулятор;text
10522;Motorola RLN4801;html
11986;SURECOM SA-250;html
11987;SURECOM SA-160;html
11988;SURECOM SW-33;html
11989;SURECOM SW-102S;html
12495;Комбат ИПМ-725БП;html
13459;Icom SP-41;html
13509;ИПМ-725;html
13510;ИПМ-715А;html
13511;ИПМ-715Д;html
13923;Alinco ERW-12;html
13951;Alinco DM-340MV;html
13952;Alinco DM-30E;html
13953;Alinco DM-430E;html
13954;Alinco DM-330FXE;html
13955;Alinco EMS-14;html
13956;Alinco EMS-70;html
13957;Alinco EMS-64;html
13958;Alinco EMS-57;html
13959;Alinco EMS-53;html
13962;Alinco ERW-10;html
13963;Alinco ERW-4 USB;html
13965;Alinco ERW-4 COM;html
13967;Alinco ERW-8;html
13968;Alinco ERW-7 USB;html
13969;Alinco ADUA38;html
13995;Alinco EDC-168;html
14093;Бизон PRM;html
14604;Motorola PMMN4071;html
14605;Motorola PMMN4073;html
14606;Motorola PMMN4076;html
14607;Motorola PMMN4108;html
14608;Motorola WADN4190;html
14611;Motorola PMKN4115B;html
14612;Motorola PMKN4117B;html
14621;Motorola MDRLN4885;html
14622;Motorola NNTN8382;html
14623;Motorola NNTN8383;html
14632;Motorola PMMN4024;html
14633;Motorola PMMN4025;html
14634;Motorola PMMN4040;html
14635;Motorola PMMN4050;html
14638;Motorola PMKN4012B;html
14639;Motorola PMKN4013C;html
14640;Motorola PMKN4040;html
14642;Motorola PMLN6481;html
14643;Motorola PMMN4089;html
14644;Motorola PMMN4090;html
14645;Motorola PMMN4091;html
14646;Motorola PMMN4098;html
14647;Motorola RLN4836;html
14648;Motorola RLN4857;html
14649;Motorola RLN4858;html
14650;Motorola RSN4001;html
14651;Motorola HMN4098;html
14652;Motorola PMLN7131;html
14654;Motorola RLN5926;html
14655;Motorola RLN5929;html
14656;Motorola RMN5050;html
14657;Motorola RMN5052;html
14658;Motorola RMN5053;html
14659;Motorola RMN5054;html
14660;Motorola RMN5127;html
14661;Motorola RSN4002;html
14662;Motorola RSN4003;html
14663;Motorola RSN4004;html
14664;Motorola HPN4007;html
14665;Motorola PMPN4076A;html
14667;Motorola PMLN6047;html
14676;Motorola PMMN4094;html
14681;Motorola PMMN4075;html
14908;Anli DP-15A;html
15277;Бизон PMD9000;html
15457;Блок питания АРГУТ;html
15542;Motorola PMKN4147A;html
15564;Радиал MF-3;html
15565;Motorola PMKN4010B;html
17238;Alinco EMS-54;html
17248;Alinco ADUA52;html
3880;Yealink YHS32;html
3881;Mairdi MRD-308S;html
3882;Mairdi MRD-308DS;text
3883;Mairdi MRD-509S;text
3884;Mairdi MRD-509DS;text
3885;Mairdi MRD-510S;text
3886;Mairdi MRD-510DS;text
3887;Mairdi MRD-512S;html
3888;Mairdi MRD-512DS;text
3889;Mairdi MRD-609;text
3891;Mairdi MRD-609D;text
3892;Mairdi MRD-QD002;text
3893;Mairdi MRD-QD002(A);text
3894;Mairdi MRD-QD005;text
3895;Mairdi MRD-QD005;text
3896;Mairdi MRD-QD012;text
3897;Mairdi MRD-USB001;text
3898;Mairdi MRD-QD011;text
4085;Fanvil HT101;html
4542;Snom HS-MM2;html
4547;Snom PA-1;html
5401;Plantronics BlackWire C510;html
5405;Plantronics BlackWire C610M;html
5480;Jabra GN2000 (2003-820-104);html
5481;Jabra GN2000 Duo WB (wideband) (2019-82-04) ;html
5504;Jabra GN2000 Duo, SoundTube (2019-02-04) ;html
5505;Jabra GN2000 Duo Narrow Band;html
5506;Jabra GN2000 Duo SoundTube Narrow Band ;html
5507;Jabra UC VOICE 150 mono;html
5508;Jabra UC voice 550 mono ;html
5509;Jabra UC Voice 750 Mono Light;html
5510;Jabra UC Voice 750 Mono Drk;html
5511;Jabra GN1900 USB Mono;html
5512;Jabra GN2000 USB Mono NC;html
5513;Jabra GN2000 USB CIPC Mono;html
5514;Jabra UC VOICE 150 duo;html
5515;Jabra UC voice 550 duo;html
5516;Jabra UC Voice 750 Duo Dark;html
5517;Jabra UC Voice 750 Duo Light;html
5518;Jabra GN1900 USB Duo;html
5519;Jabra GN2000 USB CIPC Duo;html
5520;Jabra GN2000 Stereo USB NC;html
5521;Jabra BIZ 2400 Duo USB;html
5522;Jabra GN2100 3-в-1;html
5523;Jabra GN2100 3-в-1;html
5524;Jabra GN2100 3-в-1;html
5525;Jabra GN2100 3-в-1;html
5526;Jabra GN2100 3-в-1;html
5527;Jabra GN2100 3-в-1;html
5528;Jabra GN2100 3-в-1;html
5529;Jabra GN2100 with Telecoil;html
5530;Jabra GN2100 Duo;html
5531;Jabra GN2100 Duo;html
5532;Jabra GN2100 Duo;html
5533;Jabra GN2100 Duo;html
5534;Jabra GN2100 Duo VoIP;html
5535;Jabra GN2100 Duo;html
5536;Jabra GN2100 Duo;html
5599;Jabra GN1900 Duo NC;html
5600;Jabra GN1900 Mono NC;html
5601;Jabra BIZ 2300 USB UC Duo;html
5602;Jabra BIZ 2300 USB UC Mono;html
5687;Plantronics Audio 995;html
5688;Jabra PRO 930 USB;html
5689;Jabra PRO 9450 EMEA;html
5690;Jabra PRO 9460 Mono;html
5691;Jabra PRO 9465 DUO;html
5692;Jabra PRO 9470;html
5693;Jabra PRO 9460 Duo ;html
5694;Jabra SUPREME UC;html
5695;Plantronics .Audio 326;html
5696;Plantronics .Audio 345;html
5697;Plantronics .Audio 355;html
5698;Plantronics .Audio 478;html
5699;Plantronics .Audio 622;html
5700;Plantronics .Audio 628;html
5701;Plantronics Audio 646 DSP;html
5702;Plantronics .Audio 648;html
5703;Plantronics .Audio 655 DSP;html
5704;Plantronics CS530;html
5705;Plantronics CS520;html
5706;Plantronics CS520/HL10;html
5707;Plantronics CS510;html
5708;Plantronics CS510/HL10;html
5709;Plantronics Blackwire C720-M;html
5710;Plantronics Blackwire C720;html
5711;Plantronics Blackwire C710-M;html
5712;Plantronics Blackwire C710;html
5713;Plantronics Blackwire 435;html
5717;Plantronics CS530/HL10;html
5718;Plantronics CS540/HL10;html
5719;Plantronics CS540;html
8299;Atcom H011A;html
8300;Atcom H012A;html
11110;Mairdi MRD-609S;html
11111;Mairdi MRD-609DS;html
11112;Mairdi MRD-805;html
11113;Mairdi MRD-805 DUC;html
11114;Mairdi MRD-M9;html
11200;Mairdi MRD-QD004(A);html
11773;Jabra Evolve 75 Stereo MS;html
11775;Jabra Speak 710 MS;html
11776;Jabra Speak 710 UC;html
11777;Jabra Evolve 75 Stereo UC;html
12103;Jabra Speak 810 MS;html
12104;Jabra Speak 810 UC;html
12105;Jabra Speak 410 MS;html
12106;Jabra Speak 510 MS;html
12761;Panasonic RP-TCA400E-K;html
12762;Panasonic RP-TCA430E-S;html
12875;Yealink YHS33;html
13869;Snom A170;html
13901;Snom A100M;html
14693;Snom A150;html
14842;Fanvil HT201 Mono;html
14844;Fanvil HT202 Duo;html
14916;Yealink CP900;html
15043;Jabra EVOLVE 75e;html
15044;Jabra EVOLVE 65e;html
15046;Jabra EVOLVE 65t;html
15047;Jabra Engage 50 Mono;html
15048;Jabra Engage 50 Stereo;html
15050;Jabra Engage 75 Mono;html
15051;Jabra Engage 75 Stereo;html
15053;Jabra Engage 65 Mono;html
15054;Jabra Engage 65 Stereo;html
15055;Jabra Evolve 65 Stereo Charging Stand MS/UC;html
3872;Yeastar O2;html
3873;Yeastar S2;html
3874;Yeastar SO;html
3876;Yeastar UMTS;html
3877;Yeastar B2;html
3969;Yealink RT10;html
3970;Yealink EXP40;html
3971;Yealink EXP39;html
3972;Yealink EXP38;html
4090;Fanvil C10;html
4146;Escene ESM 32;html
4274;Panasonic KX-NT305X;html
4544;Snom Keypad;html
4545;Snom Vision;html
5054;Zycoo 4FXS;html
5055;Zycoo PRI;html
5056;Zycoo 4FXO;html
5057;Zycoo 2FXOS;html
5058;Zycoo 2FXS;html
5059;Zycoo 2FXO;text
5060;Zycoo 1FXOS;html
5063;Zycoo 4BRI;html
5064;Zycoo UMTS 3G;html
5065;Zycoo 32EC;html
6183;LG-Ericsson SBG-1K-CIU1.STG;html
6184;LG-Ericsson SBG-1K-CIU2.STG;html
6185;LG-Ericsson SBG-1K-CIU4.STG;html
6186;LG-Ericsson SBG-1K-BRIU.STG;html
6187;LG-Ericsson SBG-1K-BRI2.STG;html
6188;LG-Ericsson SBG-1K-CSIU.STG;html
6660;LG-Ericsson LIK-LGCM4;html
6661;LG-Ericsson LIK-LGCM8;html
6662;LG-ERICSSON LIK-PRIM;html
6663;LG-Ericsson LIK-BRIM2;html
6664;LG-ERICSSON LIK-BRIM4 ;html
6665;LG-Ericsson LIK-VOIM8;html
6666;LG-ERICSSON LIK-VOIM24;html
6667;LG-Ericsson LIK-SLTM4;html
6668;LG-ERICSSON LIK-SLTM8;html
6669;LG-ERICSSON LIK-SLTM32;html
6670;LG-Ericsson LIK-DTIM8;html
6671;LG-ERICSSON LIK-DTIM24;html
6672;LG-Ericsson LIK-WTIM4;html
6673;LG-ERICSSON LIK-WTIM8;html
6674;LG-ERICSSON LIK-MCIM;html
6675;LG-ERICSSON LIK-VMIM;html
6676;LG-Ericsson I300-POE8;html
6677;LG-Ericsson I300-RSGM;html
6764;LG-Ericsson LIK-ADPT;html
6766;LG-ERICSSON LIK-MCKTE;html
6809;LG-ERICSSON CM-LANU.STG;html
6810;LG-ERICSSON CM-LCDU.STG;html
6815;LG-ERICSSON CM-MDTM2;html
6816;LG-ERICSSON CM-VPCM;html
6817;LG-ERICSSON CM-ASLM;html
6818;LG-ERICSSON CM-ASLM-MW;html
6819;LG-ERICSSON CM-MATM.STG;html
6820;LG-ERICSSON CM-COIU.STG;html
6822;LG-ERICSSON CM-EMIU.STG;html
6868;LG-ERICSSON CM-SYNU.STG;html
6890;LG-ERICSSON 8800 DSS12.STGBK;html
6891;LG-ERICSSON 8800 DSS12L.STGBK;html
6892;LG-ERICSSON IP8800-BTMU.STGBK;html
6893;LG-ERICSSON IP8800-WFMU.STGBK;html
6912;LG-ERICSSON LIP-8012DSS;html
6913;LG-ERICSSON LIP-8048DSS;html
6914;LG-ERICSSON LIP-8012LSS;html
6915;LG-ERICSSON LIP-8040LSS;html
6916;LG-ERICSSON LIP-8000 BTMU;html
7193;Mocet EDM;html
7201;Atcom G01;html
7204;Atcom AX-110S;html
7205;Atcom AX-110X;html
7206;Atcom AX-210S;html
7207;Atcom AX-210X;html
7208;Atcom AX-210XS;html
7209;Atcom GX01;html
7210;Atcom EC128;html
7211;Atcom EC32;html
7212;Atcom EC64;html
7284;Atcom Rainbow E;html
7402;Yeastar GM8;html
7618;Atcom AX-2G4A;html
7643;Atcom AX-1E;html
7644;Atcom AX-400P;html
7669;Atcom AX-4B;html
7670;Atcom AX-2D;html
7671;Atcom AX-4D;html
7672;Atcom AX-4G;html
7673;Atcom AX-4S;html
7674;Atcom AX-800P;html
7675;Atcom AX-1600P;html
7676;Atcom AXE-1D;html
7677;Atcom AXE-2D;html
7678;Atcom AXE-400P;html
7679;Atcom AXE-4D;html
7681;Atcom AXE-800P;html
8113;OpenVox VS-GWM400G;html
8114;OpenVox VS-GWM800S;html
8115;Yeastar TDM800;html
8116;Yeastar YE110;html
8134;OpenVox VS-1202;html
8135;OpenVox VS-1600;html
8136;OpenVox VS-2120;html
8255;Atcom AX-4E;html
8256;Atcom AXE-1600P;html
8298;Atcom EX-20;html
8330;Atcom AX-1D;html
8533;RTX G.729;html
8544;OpenVox FXO100;html
8545;OpenVox FXS100;html
8546;OpenVox FXS400;html
8547;OpenVox FXO400;html
8548;OpenVox FXO401;html
8549;OpenVox FXO402;html
8550;OpenVox FXS402;html
8551;OpenVox FXS401;html
8552;OpenVox FXOS200;html
9153;LG-Ericsson LIP-9012DSS;html
9154;LG-Ericsson LIP-9024DSS;html
9155;LG-Ericsson LIP-9024LSS;html
9161;LG-Ericsson LIP-9000BTMU;html
9319;Yealink EXP20;html
10053;Avaya 1100 Series Expansion Module;html
10066;Avaya 1200 Series Expansion Module;html
10109;Avaya IP500 Digital Station 8 Card;html
10110;Avaya IP500 Analog Phone 2 (8) Card;html
10111;Avaya IP500 VCM Card;html
10113;Avaya IP500 4-Port Expansion Card;html
10116;Avaya IP500 Legacy Card Carrier;html
10119;Avaya IP500 UCM;html
10121;Avaya IP500 Combination Card with 4 Analog Trunks;html
10122;Avaya IP500 Combination Card with 2 BRI trunks;html
10124;Avaya IP500 Analog Trunk Card;html
10125;Avaya IP500 Universal PRI Trunk Card;html
10127;Avaya IP500 BRI Trunk Card (Euro ISDN);html
10128;Avaya IP500 Analog Trunk 16 Module;html
10129;Avaya IP500 Phone Expansion Module;html
10130;Avaya IP500 Digital Station Module;html
11036;Panasonic KX-HDV20RU;html
11037;Panasonic KX-NT303X-B ;html
11038;Panasonic KX-NT505X;html
11039;Panasonic KX-NT307X;html
11058;Panasonic KX-NS520RU;html
11060;Panasonic KX-TDE620BX;html
11083;Snom D3;html
11084;Snom D7;html
11085;Snom Expansion Module;html
11106;Grandstream GXP2200 EXT;html
11127;Panasonic KX-DT390RU-B;html
11128;Panasonic KX-DT590RU;html
11129;Panasonic KX-T7740X;html
11130;Yealink EHS36;html
11136;Yealink WF40;html
11313;Yeastar WM1;html
11314;Yeastar GM8W;html
11315;Yeastar GM1;html
11980;Yealink EXP50;html
12011;Yeastar EX08;html
12014;Yeastar EX30;html
12043;OpenVox VS-GWM400W;html
12044;Atcom Rainbow ET;html
12046;OpenVox A1200P;html
12063;OpenVox A1610E;html
12065;OpenVox A1610P;html
12066;OpenVox EC2032;html
12067;OpenVox A2410E;html
12068;OpenVox A2410P;html
12070;OpenVox A400E;html
12072;OpenVox A400M;html
12073;OpenVox A400P;html
12074;OpenVox A800E;html
12076;OpenVox A800P;html
12077;OpenVox A810E;html
12079;OpenVox A810P;html
12080;OpenVox A810EF;html
12110;Grandstream GXP 2000 EXT;html
12588;Panasonic KX-NCP1170XJ ;html
12589;Panasonic KX-NCP1171XJ ;html
12590;Panasonic KX-NCP1172XJ ;html
12596;Panasonic KX-NCP1173XJ ;html
12597;Panasonic KX-NCP1190XJ;html
12598;Panasonic KX-NCP1290СJ;html
12600;Panasonic KX-TDA0174XJ;html
12613;Panasonic KX-TDA0177XJ;html
12614;Panasonic KX-TDA0180X;html
12615;Panasonic KX-TDA0181X;html
12616;Panasonic KX-TDA0188XJ;html
12617;Panasonic KX-TDA0190XJ;html
12618;Panasonic KX-TDA0191XJ;html
12619;Panasonic KX-TDA0193XJ;html
12621;Panasonic KX-TDA0194XJ;html
12623;Panasonic KX-TDA0196XJ;html
12624;Panasonic KX-TDA0290CJ;html
12625;Panasonic KX-TDA1178X;html
12626;Panasonic KX-TDA6110XJ;html
12627;Panasonic KX-TDA6111XJ;html
12628;Panasonic KX-TDA6166XJ;html
12629;Panasonic KX-TDA6178XJ;html
12630;Panasonic KX-TDA6381X;html
12631;Panasonic KX-TDA6382X;html
12632;Panasonic KX-TDE0101RU;html
12636;Panasonic KX-TDE0105XJ;html
12637;Panasonic KX-TDE0110XJ;html
12638;Panasonic KX-TDE0111XJ;html
12639;Panasonic KX-TDE6101RU;html
12641;Panasonic KX-TE82460X;html
12642;Panasonic KX-TE82474X;html
12644;Panasonic KX-TE82480X;html
12645;Panasonic KX-TE82491X;html
12646;Panasonic KX-TE82494X;html
12647;Panasonic KX-TDA0173XJ;html
12648;Panasonic KX-TDA0172XJ;html
12649;Panasonic KX-TDA0171XJ;html
12650;Panasonic KX-TDA0170XJ;html
12652;Panasonic KX-TDA0161XJ;html
12653;Panasonic KX-TDA0144XJ;html
12663;Panasonic KX-NS5170X;html
12664;Panasonic KX-NS5171X;html
12671;Panasonic KX-NS5172X;html
12674;Panasonic KX-NS5173X;html
12676;Panasonic KX-NS5174X;html
12677;Panasonic KX-NS5180X;html
12681;Panasonic KX-NS5290CE;html
12683;Panasonic KX-NS5162X;html
12686;Panasonic KX-NS5136X;html
12721;Panasonic KX-NT303X;html
12723;Panasonic KX-NT305X-B;html
12728;Panasonic KX-NS8188X;html
12730;Panasonic KX-NS8290CE;html
12735;Panasonic KX-NS5135X;html
12736;Panasonic KX-NS5134X;html
12740;Panasonic KX-NS5112X;html
12741;Panasonic KX-NS5111X;html
12742;Panasonic KX-NS5110X;html
12743;Panasonic KX-NS0290CE;html
12744;Panasonic KX-NS0280X;html
12745;Panasonic KX-NS0161X;html
12746;Panasonic KX-NS0137X;html
12747;Panasonic KX-NS0136X;html
12748;Panasonic KX-NS0135X;html
12751;Panasonic KX-NS0132X;html
12752;Panasonic KX-NS0130X;html
12754;Panasonic KX-NS0112X;html
12755;Panasonic KX-NS0111X;html
12756;Panasonic KX-NS0110X;html
12757;Panasonic KX-NSX2138X;html
12758;Panasonic KX-NSX2137X;html
12759;Panasonic KX-NSX2136X;html
12760;Panasonic KX-NSX2135X;html
13863;Snom D7 White;html
14276;Htek UC46;html
14423;Escene BWM36;html
14912;Grandstream GBX20;html
16017;Yealink EXP43;html
16019;Yealink WF50;html
16021;Yealink BT41;html
16022;Yealink DD10K;html
16024;Yealink EHS40;html
3703;Motorola CP140;html
3704;Motorola CP040;html
3710;Motorola CP160;html
3711;Motorola CP180;html
3712;Motorola GP1280;html
3713;Motorola GP140;html
3714;Motorola GP320;html
3715;Motorola GP340;html
3716;Motorola GP344;html
3717;Motorola GP360;html
3718;Motorola GP380;html
3719;Motorola GP388;html
3720;Motorola GP640;html
3721;Motorola GP644;html
3722;Motorola GP680;html
3723;Motorola GP688;html
3724;Motorola GP900;html
3725;Motorola P020;html
3726;Motorola P080;html
3727;Icom IC-F16;html
3728;Icom IC-F26;html
3729;Icom IC-F30GT;html
3730;Icom IC-F33GT;html
3731;Icom IC-F3GS;html
3732;Icom IC-F3GT;html
3733;Icom IC-F40GT;text
3734;Icom IC-F43GT;html
3735;Icom IC-F50;html
3736;Kenwood TK-2160;html
3737;Kenwood TK-2170M;html
3738;Kenwood TK-2206;html
3740;Kenwood TK-3170M / TK-3170M3;html
3749;Motorola DP2600;html
3750;Motorola DP1400 (цифровая) ;html
3751;Motorola DP3400 / 3401;html
3752;Motorola DP3600 / 3601;html
3753;Motorola DP2400;html
3754;Motorola DP4400;html
3755;Motorola DP4601;html
3756;Motorola DP4801;html
3757;Motorola DP3441;html
3758;Motorola SL4010;html
3759;Motorola DP4401 Ex;html
3760;Motorola DP4801 Ex;html
3765;Motorola P030;html
3766;Motorola P040;html
3767;Motorola GP340 ATEX;html
3768;Motorola GP380 ATEX;html
3769;Motorola GP680 ATEX;html
3795;Vertex Standard EVX-531;html
3796;Vertex Standard EVX-534;html
3797;Vertex Standard EVX-539;html
3804;Vertex Standard VX-459 ;html
3805;Vertex Standard VX-454;html
3806;Vertex Standard VX-451;html
3807;Vertex Standard VX-231;html
3810;Vertex Standard VX-417;html
3813;Vertex Standard VX-929E;html
3814;Vertex Standard VX-924E;html
3815;Vertex Standard VX-921E;html
3816;Vertex Standard VX-829E;html
3817;Vertex Standard VX-824E;html
3818;Vertex Standard VX-821E;html
3819;Vertex Standard VX-354;html
3820;Vertex Standard VX-351;html
3823;Vector VT-44 PRO;html
3824;Vector VT-44 Combat;html
3825;Vector VT-43 R2;html
3827;Vector VT-48 GT;html
3828;Vector VT-48 W;html
3829;Vector VT-47 SPORT;html
3830;Vector VT-47 M2;html
3831;Vector VT-47 PILOT;html
3832;Vector VT-47 ULTRA;html
3833;Vector VT-44 Master;html
3834;Vector VT-44 HS;html
3835;Vector VT-44 H;html
3836;Vector VT-44 STD;html
3837;Vector VT-44 Military #01;html
3838;Vector VT-44 Military #03;html
3839;Vector VT-44 Military Special;html
3989;Yaesu VX-8R;html
3990;Yaesu VX-110;html
3991;Yaesu VX-150;html
3992;Yaesu VX-120;html
3993;Yaesu VX-170 / VX-177;html
3994;Yaesu VX-6R;html
3995;Yaesu VX-7R;html
4007;Yaesu FT-252;html
4010;Yaesu VX-3R;html
4048;Kenwood TK-3000M;html
4049;Kenwood TK-2000M;html
4050;Kenwood TK-3301E;html
4051;Kenwood TK-3407M2;html
4052;Kenwood TK-3406M2;html
4053;Kenwood TK-2407M;html
4054;Kenwood TK-3307M2;html
4074;Kenwood TK-2307;html
4075;Kenwood TK-3317M2;html
4076;Kenwood TK-2406M;html
4077;Kenwood TK-2317M;html
4078;Kenwood TK-3360M;html
4092;Kenwood TK-2360M;html
4093;Kenwood TK-3306NM;html
4094;Kenwood TK-2306;html
4095;Kenwood TK-3212M;html
4097;Kenwood TK-2212;html
4098;Kenwood TK-3180E;html
4103;Kenwood TK-2180E;html
4105;Kenwood TK-280K;html
4106;Kenwood TK-2140;html
4150;Roger KP-14;html
4164;Roger KP-15;html
4166;Roger KP-16;html
4168;Roger KP-23;html
