IE_XML_ID;IE_NAME;IE_CODE;IC_GROUP1
6864;LG-ERICSSON CML-IPCR-A;6864;Аксессуары для IP оборудования
6863;LG-ERICSSON CML-IPCR-S;6863;Аксессуары для IP оборудования
6862;LG-ERICSSON CML-IPATDS;6862;Аксессуары для IP оборудования
6861;LG-ERICSSON CML-STAT;6861;Аксессуары для IP оборудования
6860;LG-ERICSSON CML-NMS;6860;Аксессуары для IP оборудования
6859;LG-ERICSSON CML-UCS;6859;Аксессуары для IP оборудования
6858;LG-ERICSSON CML-SPD;6858;Аксессуары для IP оборудования
6857;LG-ERICSSON CML-SPB;6857;Аксессуары для IP оборудования
6856;LG-ERICSSON CML-BRIM4;6856;Аксессуары для IP оборудования
6855;LG-ERICSSON CML-BRIM2;6855;Аксессуары для IP оборудования
6854;LG-ERICSSON CML-PRIM;6854;Аксессуары для IP оборудования
6853;LG-ERICSSON CML-VOIM24;6853;Аксессуары для IP оборудования
6852;LG-ERICSSON CML-VOIM8;6852;Аксессуары для IP оборудования
6851;LG-ERICSSON CML-MCIM;6851;Аксессуары для IP оборудования
6850;LG-ERICSSON CML-VMIM;6850;Аксессуары для IP оборудования
6849;LG-ERICSSON CML-LGCM8;6849;Аксессуары для IP оборудования
6848;LG-ERICSSON CML-LGCM4;6848;Аксессуары для IP оборудования
6847;LG-ERICSSON CML-DTIM24;6847;Аксессуары для IP оборудования
6846;LG-ERICSSON CML-DTIM8;6846;Аксессуары для IP оборудования
6845;LG-ERICSSON CML-SLTM32;6845;Аксессуары для IP оборудования
6844;LG-ERICSSON CML-SLTM8;6844;Аксессуары для IP оборудования
6843;LG-ERICSSON CML-SLTM4;6843;Аксессуары для IP оборудования
6837;LG-ERICSSON CML-TAPI;6837;Аксессуары для IP оборудования
6836;LG-ERICSSON CML-IP3EXT;6836;Аксессуары для IP оборудования
6835;LG-ERICSSON CML-IPEXT;6835;Аксессуары для IP оборудования
6834;LG-ERICSSON CML-UCTID;6834;Аксессуары для IP оборудования
6833;LG-ERICSSON CML-UCTIS;6833;Аксессуары для IP оборудования
6832;LG-ERICSSON CML-OCSSIP;6832;Аксессуары для IP оборудования
6831;LG-ERICSSON CML-SCTI;6831;Аксессуары для IP оборудования
6830;LG-ERICSSON CML-HOTEL;6830;Аксессуары для IP оборудования
6829;LG-ERICSSON CML-QSIG;6829;Аксессуары для IP оборудования
6828;LG-ERICSSON CML-S30K;6828;Аксессуары для IP оборудования
6827;LG-ERICSSON CML-S10K;6827;Аксессуары для IP оборудования
6826;LG-ERICSSON CML-S4K;6826;Аксессуары для IP оборудования
6825;LG-ERICSSON CML-S2K-L;6825;Аксессуары для IP оборудования
6824;LG-ERICSSON CML-S2K-S;6824;Аксессуары для IP оборудования
6797;LG-ERICSSON D162-5MC2;67976008;Аксессуары для IP оборудования
6794;LG-ERICSSON IPCRT;6794;Аксессуары для IP оборудования
6793;LG-ERICSSON LIK-ATDH;6793;Аксессуары для IP оборудования
6792;LG-ERICSSON LIK-ATD;6792;Аксессуары для IP оборудования
6791;LG-ERICSSON LIK-COMI;6791;Аксессуары для IP оборудования
6790;LG-ERICSSON LIK-COMA;6790;Аксессуары для IP оборудования
6789;LG-ERICSSON LIK-Fidelio;6789;Аксессуары для IP оборудования
6788;LG-ERICSSON LIK-NMS;6788;Аксессуары для IP оборудования
6787;LG-ERICSSON LIK-WP;6787;Аксессуары для IP оборудования
6786;LG-ERICSSON UCS;6786;Аксессуары для IP оборудования
6785;LG-ERICSSON LIK-SIPE;6785;Аксессуары для IP оборудования
6784;LG-Ericsson LIK-SPD;6784;Аксессуары для IP оборудования
6783;LG-Ericsson LIK-SP;6783;Аксессуары для IP оборудования
6782;LG-ERICSSON LIK-TNLS;6782;Аксессуары для IP оборудования
6781;LG-ERICSSON LIK-AIM.STG;6781;Аксессуары для IP оборудования
6780;LG-ERICSSON I300-EZA;6780;Аксессуары для IP оборудования
6779;LG-ERICSSON I300-IPN;6779;Аксессуары для IP оборудования
6778;LG-ERICSSON I300-TAPI;6778;Аксессуары для IP оборудования
6777;LG-ERICSSON LIK-2BRI;6777;Аксессуары для IP оборудования
6776;LG-ERICSSON LIK-TNLSS;6776;Аксессуары для IP оборудования
6775;LG-ERICSSON LIK-AIMS;6775;Аксессуары для IP оборудования
6774;LG-ERICSSON LIK-EZAS;6774;Аксессуары для IP оборудования
6773;LG-ERICSSON LIK-IPNS;6773;Аксессуары для IP оборудования
6772;LG-ERICSSON LIK-TAPIS;6772;Аксессуары для IP оборудования
6182;LG-Ericsson SBG-1K-IPN.STG;6182;Аксессуары для IP оборудования
6181;LG-Ericsson IPCRC.STG;6181;Аксессуары для IP оборудования
6180;LG-Ericsson IPCRS.STG;6180;Аксессуары для IP оборудования
6179;LG-Ericsson LIP-WP.STG;6179;Аксессуары для IP оборудования
6178;LG-Ericsson LIP-SPD.STGB;6178;Аксессуары для IP оборудования
6177;LG-Ericsson LIP-SP.STGB;6177;Аксессуары для IP оборудования
6176;LG-Ericsson SBG-1K-EZA.STG;6176;Аксессуары для IP оборудования
6175;LG-Ericsson SBG-1K-TAPI.STG;6175;Аксессуары для IP оборудования
6174;LG-Ericsson SBG-1K-SIPE.STG;6174;Аксессуары для IP оборудования
6173;LG-Ericsson SBG-1K-EL24.STG;6173;Аксессуары для IP оборудования
13896;Snom A729;13896;Аксессуары для IP оборудования
8681;SkypeMate USB-B2K;8681;
7668;Panasonic KX-TS2368RUW;7668;
7667;Panasonic KX-TS2388RU;7667;
7666;Panasonic KX-TS2365RU;7666;
7665;Panasonic KX-TS2363RUW;7665;
7664;Panasonic KX-TS2362RUW;7664;
7663;Panasonic KX-TS2382RU;7663;
7662;Panasonic KX-TS2358RU;7662;
7661;Panasonic KX-TS2356RU;7661;
7660;Panasonic KX-TS2352RU;7660;
7659;Panasonic KX-TS2350RU;7659;
6902;LG-ERICSSON LKA-200WMK.STGBK;6902;
6901;LG-ERICSSON LKA-200C;6901;
6900;LG-ERICSSON LKA-200;6900;
6899;LG-ERICSSON GS-472H;6899;
6898;LG-Ericsson GS-472M;6898;
6897;LG-ERICSSON GS-472L;6897;
6896;LG-ERICSSON GS-460F;6896;
6895;LG-ERICSSON GS-5140;6895;
14946;LG-Ericsson LKA-220С;14946;
12699;Panasonic KX-TEM824RU;12699;
12698;Panasonic KX-TEB308RU;12698;
11143;Panasonic KX-T7735RU;11143;
11140;Panasonic KX-T7730RU;11140;
11139;Panasonic KX-DT546RU;11139;
11137;Panasonic KX-DT521RU;11137;
10076;Avaya B149;10076;
8647;Panasonic KX-TGH222RUB;8647;Радиотелефоны
8646;Panasonic KX-TGH212RUB;8646;Радиотелефоны
8645;Panasonic KX-TGH210RU;8645;Радиотелефоны
8643;Panasonic KX-PRL260RUB;8643;Радиотелефоны
8642;Panasonic KX-PRW120RUW;8642;Радиотелефоны
8641;Panasonic KX-PRS110RUW;8641;Радиотелефоны
8618;Panasonic KX-TG8621RUM;8618;Радиотелефоны
8617;Panasonic KX-TG8612RUM;8617;Радиотелефоны
8616;Panasonic KX-TG8611RUM;8616;Радиотелефоны
8615;Panasonic KX-TG8561RU;8615;Радиотелефоны
8614;Panasonic KX-TG8562RUW;8614;Радиотелефоны
8613;Panasonic KX-TG8552RUB;8613;Радиотелефоны
8612;Panasonic KX-TG8551RU;8612;Радиотелефоны
8611;Panasonic KX-TG8161RUB;8611;Радиотелефоны
8610;Panasonic KX-TG8151RUB;8610;Радиотелефоны
8609;Panasonic KX-PRWA10RUW;8609;Радиотелефоны
8608;Panasonic KX-PRSA10RUW;8608;Радиотелефоны
8607;Panasonic KX-TGA860RUM;8607;Радиотелефоны
8602;Panasonic KX-TGA855RU;8602;Радиотелефоны
8601;Panasonic KX-TGHA20RUB;8601;Радиотелефоны
8600;Panasonic KX-TGA815RUB;8600;Радиотелефоны
8599;Panasonic KX-TGA806RUB;8599;Радиотелефоны
8598;Panasonic KX-TGA800RUT;8598;Радиотелефоны
8597;Panasonic KX-TGA785RU;8597;Радиотелефоны
8596;Panasonic KX-TGA681RU;8596;Радиотелефоны
8595;Panasonic KX-TGA671RU;8595;Радиотелефоны
8594;Panasonic KX-TGA651RUB;8594;Радиотелефоны
8593;Panasonic KX-TGA641RUM;8593;Радиотелефоны
8579;Panasonic KX-TG8052RU;8579;Радиотелефоны
8578;Panasonic KX-TG6822RUM;8578;Радиотелефоны
8577;Panasonic KX-TG6812RUB;8577;Радиотелефоны
8576;Panasonic KX-TG6722RUB;8576;Радиотелефоны
8575;Panasonic KX-TG8081RUB;8575;Радиотелефоны
8574;Panasonic KX-TG8061RU;8574;Радиотелефоны
8573;Panasonic KX-TG8051RU;8573;Радиотелефоны
8572;Panasonic KX-TG8041RU;8572;Радиотелефоны
8571;Panasonic KX-TG6821RU;8571;Радиотелефоны
8570;Panasonic KX-TG6811RU;8570;Радиотелефоны
8569;Panasonic KX-TG6721RU;8569;Радиотелефоны
8568;Panasonic KX-TG6712RUM;8568;Радиотелефоны
8562;Panasonic KX-TG6711RU;8562;Радиотелефоны
8561;Panasonic KX-TG6561RUT;8561;Радиотелефоны
8560;Panasonic KX-TG6551RUM;8560;Радиотелефоны
8454;Panasonic KX-TGB212RU;8454;Радиотелефоны
8453;Panasonic KX-TGB210RU;8453;Радиотелефоны
8452;Panasonic KX-TGC322RU1;8452;Радиотелефоны
8451;Panasonic KX-TGC320RU1;8451;Радиотелефоны
8450;Panasonic KX-TGC312RU;8450;Радиотелефоны
8449;Panasonic KX-TGC310RU;8449;Радиотелефоны
8448;Panasonic KX-TG6541RUT;8448;Радиотелефоны
8447;Panasonic KX-TG6461RUT;8447;Радиотелефоны
8446;Panasonic KX-TG6451RUT;8446;Радиотелефоны
8444;Panasonic KX-TG2521RUT;8444;Радиотелефоны
8443;Panasonic KX-TG1711RU;8443;Радиотелефоны
8442;Panasonic KX-TG2512RU;8442;Радиотелефоны
8441;Panasonic KX-TG2511RU;8441;Радиотелефоны
8440;Panasonic KX-TG1612RU;8440;Радиотелефоны
8439;Panasonic KX-TG1611RU;8439;Радиотелефоны
4684;Motorola MBP43;4684;Радиотелефоны
4683;Motorola MBP41;4683;Радиотелефоны
4682;Motorola MBP26;4682;Радиотелефоны
4681;Motorola MBP36;4681;Радиотелефоны
4680;Motorola MBP33;4680;Радиотелефоны
4679;Motorola MBP28-2;4679;Радиотелефоны
4678;Motorola MBP28;4678;Радиотелефоны
4677;Motorola MBP16;4677;Радиотелефоны
4676;Motorola MBP11;4676;Радиотелефоны
12713;Panasonic KX-TGE110RU;12713;Радиотелефоны
12709;Panasonic KX-TG6822RUB;12709;Радиотелефоны
11185;Jabra HANDSET 450;11185;Радиотелефоны
10154;Panasonic KX-PRX120RUW;10154;Радиотелефоны
10153;Panasonic KX-TGJA30RUB;10153;Радиотелефоны
10152;Panasonic KX-TGFA30RUM;10152;Радиотелефоны
10151;Panasonic KX-PRXA15RUB;10151;Радиотелефоны
10150;Panasonic KX-PRXA10RUW;10150;Радиотелефоны
10149;Panasonic KX-TGK320RUB;10149;Радиотелефоны
10146;Panasonic KX-TGK310RUB;10146;Радиотелефоны
10144;Panasonic KX-TGJ322RUB;10144;Радиотелефоны
10143;Panasonic KX-TGJ320RUB;10143;Радиотелефоны
10140;Panasonic KX-TGJ312RUB;10140;Радиотелефоны
10139;Panasonic KX-TGJ310RUB;10139;Радиотелефоны
10138;Panasonic KX-TGF320RUM;10138;Радиотелефоны
10137;Panasonic KX-TGF310RUM;10137;Радиотелефоны
10134;Panasonic KX-PRX150RUB;10134;Радиотелефоны
9070;LG-Ericsson LDP-7224D;9070;Системные телефоны
9069;LG-Ericsson LDP-7208D;9069;Системные телефоны
6650;LG-Ericsson LDP-9030D.STGBK;6650;Системные телефоны
6649;LG-Ericsson LDP-9008D.STGBK;6649;Системные телефоны
6639;LG-Ericsson LDP-7024LD;6639;Системные телефоны
6638;LG-Ericsson LDP-7024D;6638;Системные телефоны
6637;LG-Ericsson LDP-7016D;6637;Системные телефоны
6636;LG-Ericsson LDP-7008D;6636;Системные телефоны
6169;LG-Ericsson LWS-WK;6169;Системные телефоны
4754;Matrix EON48;4754;Системные телефоны
14900;LG-Ericsson LDP-9240D;14900;Системные телефоны
14899;LG-Ericsson LDP-9224DF;14899;Системные телефоны
14898;LG-Ericsson LDP-9224D;14898;Системные телефоны
14897;LG-Ericsson LDP-9208D;14897;Системные телефоны
11138;Panasonic KX-DT543RU;11138;Системные телефоны
10017;Avaya 3905;10017;Системные телефоны
10016;Avaya 3904;10016;Системные телефоны
10015;Avaya 3902;10015;Системные телефоны
10014;Avaya 3901;10014;Системные телефоны
10013;Avaya 9404;10013;Системные телефоны
10012;Avaya 9408;10012;Системные телефоны
10011;Avaya 9504;10011;Системные телефоны
10010;Avaya 9508;10010;Системные телефоны
8648;Panasonic KX-TGH220RU;8648;Телефоны DECT
14967;Snom M90;14967;Телефоны DECT
14966;Snom M80;14966;Телефоны DECT
14965;Snom M70;14965;Телефоны DECT
12874;Yealink RT20U;12874;Телефоны DECT
11592;Yealink RT20;11592;Телефоны DECT
11103;Snom M5;11103;Телефоны DECT
11082;Panasonic KX-A406CE;11082;Телефоны DECT
11080;Panasonic KX-A405CE;11080;Телефоны DECT
11077;Panasonic KX-TDA0158CE;110773370;Телефоны DECT
11076;Panasonic KX-TDA0156CE;11076;Телефоны DECT
11075;Panasonic KX-TDA0155CE;110756277;Телефоны DECT
8559;Panasonic KX-FT982RU;8559;Факсы
8536;Panasonic KX-FLM663RU;8536;Факсы
8535;Panasonic KX-FLC418RU;8535;Факсы
8534;Panasonic KX-FL423RU;8534;Факсы
8154;Panasonic KX-FA136A7;8154;Факсы
8153;Panasonic KX-FA57A7;8153;Факсы
8152;Panasonic KX-FA55A7;8152;Факсы
8151;Panasonic KX-FA54A7;8151;Факсы
8150;Panasonic KX-FA52A7;8150;Факсы
8148;Panasonic KX-FC278RU-T;8148;Факсы
8147;Panasonic KX-FC268RU-T;8147;Факсы
8146;Panasonic KX-FC968RU-T;8146;Факсы
8145;Panasonic KX-FC965RU-T;8145;Факсы
8144;Panasonic KX-FP218RU;8144;Факсы
8143;Panasonic KX-FP207RU;8143;Факсы
8142;Panasonic KX-FT988RUB;8142;Факсы
8141;Panasonic KX-FT984RUB;8141;Факсы
8140;Yeastar BizFAX E200;8140;Факсы
8139;Yeastar BizFAX E100;8139;Факсы
6591;LG-Ericsson iPECS-MG MG-BKSU;6591;АТС
6254;LG-Ericsson eMG80-KSUI.STGBK;6254;АТС
6253;LG-Ericsson eMG80-KSUA.STGBK;6253;АТС
6252;LG-Ericsson iPECS-eMG80;6252;АТС
6221;LG-Ericsson ipLDK60-PKG4;6221;АТС
6220;LG-Ericsson ipLDK60-PKG3;6220;АТС
6219;LG-Ericsson ipLDK60-PKG2;6219;АТС
6217;LG-Ericsson L60-BKSU;6217;АТС
6216;LG-Ericsson ipLDK-60;6216;АТС
6200;ERICSSON-LG AR-BKSU;6200;АТС
6199;LG-Ericsson Aria Soho;6199;АТС
6168;LG-Ericsson LWS-BS;6168;АТС
7061;Commend EF562M;7061;
7060;Commend EF862AM;7060;
7059;Commend WS 210V;7059;
6326;Commend EF963M.C;6326;
6325;Commend EF863-1M2S.C;6325;
7029;Commend ET667 W;7029;
6344;Commend ET661 W;6344;
6329;Commend ET661 SI;6329;
6328;Commend ET867 W;6328;
6327;Commend ET861AW.C;6327;
6553;Commend ET312A;6553;
6552;Commend ET311A;6552;
6478;Commend ET908-1;6478;
6477;Commend ET908;6477;
6475;Commend ET871;6475;
6474;Commend ET870;6474;
6473;Commend ET862;6473;
6472;Commend ET811A;6472;
6471;Commend ET808;6471;
6464;Commend ET601;6464;
6463;Commend ET571;6463;
6461;Commend ET570;6461;
6460;Commend ET562;6460;
6459;Commend ET508;6459;
6458;Commend ET411;6458;
7061;Commend EF562M;70619588;
7060;Commend EF862AM;70607514;
7059;Commend WS 210V;70594049;
6326;Commend EF963M.C;63266828;
6325;Commend EF863-1M2S.C;63254100;
6562;Commend GEC882;6562;
6561;Commend GEC881;6561;
6560;Commend GEC481S;6560;
6559;Commend GEC480S;6559;
6316;Commend EE342A;6316;
6315;Commend EE320AR;6315;
6314;Commend EE442;6314;
6313;Commend EE420S;6313;
6312;Commend EE420R;6312;
6309;Commend EF311AG;6309;
6308;Commend EE872AS;6308;
6307;Commend EE872ABT;6307;
6306;Commend EE811AS;6306;
6305;Commend EE811ABT;6305;
6304;Commend EE372ABT;6304;
6303;Commend EE301ABT;6303;
6302;Commend EE411G;6302;
6301;Commend EF401G;6301;
6300;Commend EF400G;6300;
6299;Commend EE472S;6299;
6298;Commend EE470S;6298;
6297;Commend EE401G;6297;
6296;Commend EE400G;6296;
6172;Commend WS810P;6172;
7034;Commend EE8999S;7034;
6457;Commend EX7711;6457;
6433;Commend EM6B0;6433;
6432;Commend EM681;6432;
6431;Commend EM680;6431;
6430;Commend EM670;6430;
6429;Commend EM660;6429;
6428;Commend EM650;6428;
6427;Commend EM606;6427;
6426;Commend EM605;6426;
6425;Commend EM603;6425;
6424;Commend EM602;6424;
6423;Commend EM600;6423;
6417;Commend EE8238M;6417;
6416;Commend EE81ADMSOS;6416;
6415;Commend EE8158M;6415;
6414;Commend EE8148M;6414;
6381;Commend EE6237M;6381;
6380;Commend EE6236M;6380;
6379;Commend EE61ABMSOS;6379;
6378;Commend EE6147M;6378;
6377;Commend EE6146M;6377;
6376;Commend EE6107M;6376;
6375;Commend EE6106M;6375;
6373;Commend EF571;6373;
6372;Commend EF561;6372;
6371;Commend EE571;6371;
6370;Commend EE561;6370;
6369;Commend EE560;6369;
7042;Commend EB330;7042;
6558;Commend EB330AH;6558;
6557;Commend EB330A;6557;
8120;Козырек для ITS Telecom Pantel/Pancode;8120;
7044;Commend RB36-04;7044;
7034;Commend EE8999S;70341918;
6570;Commend HP-10;6570;
6569;Commend KE 520;6569;
6568;Commend KE 510;6568;
6567;Commend PA20W15VEU;6567;
6566;Commend EW401S;6566;
6565;Commend EK4FF;6565;
6564;Commend EG151;6564;
6563;Commend ET8E8A;6563;
6555;Commend POE-ET908;6555;
6554;Commend ET901-MS63;6554;
6529;Commend GUEF63;6529;
6528;Commend GUEF62;6528;
6527;Commend UPD1;6527;
6526;Commend UP030;6526;
6525;Commend EF63BF3;6525;
6524;Commend EF63BF2;6524;
6523;Commend EF63W;6523;
6522;Commend EF63SOFGH;6522;
6521;Commend EF63O;6521;
6520;Commend EF63G;6520;
6519;Commend EF62W;6519;
6518;Commend EF62O;6518;
6517;Commend EF62G;6517;
6516;Commend AL10-W;6516;
6515;Commend AL10-S;6515;
6514;Commend MICQ400;6514;
6513;Commend MIC480S;6513;
6512;Commend EF031-2R;6512;
6511;Commend EF031-2MR;6511;
6510;Commend EF031-2M;6510;
6509;Commend PA20W30V;6509;
6508;Commend ET901-HSH35;6508;
6507;Commend ET901-HE-A;6507;
6506;Commend ET901-D;6506;
6505;Commend ET901-A;6505;
6504;Commend ET901 WP-D;6504;
6503;Commend ET901 WP-A;6503;
6502;Commend EB2E2A;6502;
6481;Commend EF031-2;6481;
6480;Commend EF031-1R;6480;
6479;Commend EF031-1;6479;
6476;Commend EB2E2AHE;6476;
6422;Commend EE8999MSOS;6422;
6421;Commend EE8999M;6421;
6420;Commend EE6999;6420;
6419;Commend EDI600;6419;
6418;Commend DC600;6418;
6374;Commend ET504;6374;
6311;Commend EG872BT;6311;
6310;Commend EG811BT;6310;
13912;Fanvil IW30;139123850;
12190;EC.10.001 (HS-20-1);12190;
12189;EC.10.000 (HS-20);12189;
10443;Hytera TS 9200;10443;
14852;Grandstream GWN7000;14852;Маршрутизаторы
13645;MikroTik hAP ac;13645;Маршрутизаторы
13644;MikroTik PowerBox Pro;13644;Маршрутизаторы
13639;MikroTik hEX PoE;13639;Маршрутизаторы
13637;MikroTik hAP lite TC;13637;Маршрутизаторы
13635;MikroTik hAP ac lite;13635;Маршрутизаторы
13631;MikroTik hAP lite;13631;Маршрутизаторы
13628;MikroTik hAP mini;13628;Маршрутизаторы
13627;MikroTik hEX PoE lite;13627;Маршрутизаторы
13625;MikroTik hEX lite;13625;Маршрутизаторы
13624;MikroTik RB750P-PBr2;13624;Маршрутизаторы
13623;MikroTik hEX;13623;Маршрутизаторы
13622;MikroTik RB3011UiAS-RM;13622;Маршрутизаторы
13621;MikroTik RB2011iL-IN;13621;Маршрутизаторы
13620;MikroTik RB1100AHx4 Dude edition;13620;Маршрутизаторы
13619;MikroTik RB1100AHx4;13619;Маршрутизаторы
13618;MikroTik CRS212-1G-10S-1S+IN;13618;Маршрутизаторы
13617;MikroTik CRS210-8G-2S+IN;13617;Маршрутизаторы
13615;MikroTik RB1100AHx2 Routerboard;13615;Маршрутизаторы
13614;MikroTik CCR1072-1G-8S+;13614;Маршрутизаторы
13613;MikroTik CCR1036-8G-2S+EM;13613;Маршрутизаторы
13612;MikroTik CCR1036-8G-2S+;13612;Маршрутизаторы
13610;MikroTik CCR1036-12G-4S-EM;13610;Маршрутизаторы
13562;MikroTik CCR1036-12G-4S;13562;Маршрутизаторы
13561;MikroTik CCR1016-12S-1S+;13561;Маршрутизаторы
13559;MikroTik CCR1016-12G;13559;Маршрутизаторы
9934;TG-NET P1009D-8PoE-60W;9934;Сетевые коммутаторы
6877;LG-ERICSSON ES-3026;6877;Сетевые коммутаторы
6876;LG-ERICSSON ES-3024GP;6876;Сетевые коммутаторы
6875;LG-ERICSSON ES-3024G;6875;Сетевые коммутаторы
6874;LG-ERICSSON ES-2026P;6874;Сетевые коммутаторы
6873;LG-ERICSSON ES-2026;6873;Сетевые коммутаторы
6872;LG-ERICSSON ES-2024GP;6872;Сетевые коммутаторы
6871;LG-ERICSSON ES-2024G;6871;Сетевые коммутаторы
6870;LG-ERICSSON ES-3026P;6870;Сетевые коммутаторы
14472;LANTECH IPES-0208CA-12V;14472;Сетевые коммутаторы
14470;LANTECH IPES-0104GT-4-12V;14470;Сетевые коммутаторы
14468;JetNet 3005G;14468;Сетевые коммутаторы
13555;MikroTik RB260GSP;13555;Сетевые коммутаторы
13554;MikroTik RB260GS;13554;Сетевые коммутаторы
13553;MikroTik RB2011UiAS-RM;13553;Сетевые коммутаторы
13550;MikroTik RB2011UiAS-IN;13550;Сетевые коммутаторы
13547;MikroTik RB2011UiAS-2HnD-IN;13547;Сетевые коммутаторы
13545;MikroTik RB2011iLS-IN;13545;Сетевые коммутаторы
13544;MikroTik RB2011iL-RM;13544;Сетевые коммутаторы
13543;MikroTik CSS326-24G-2S+RM;13543;Сетевые коммутаторы
13542;MikroTik CRS326-24G-2S+RM;13542;Сетевые коммутаторы
13541;MikroTik CRS125-24G-1S-RM;13541;Сетевые коммутаторы
13540;MikroTik CRS125-24G-1S-IN;13540;Сетевые коммутаторы
13539;MikroTik CRS125-24G-1S-2HnD-IN;13539;Сетевые коммутаторы
13535;MikroTik CRS112-8G-4S-IN;13535;Сетевые коммутаторы
13534;MikroTik CRS109-8G-1S-2HnD-IN;13534;Сетевые коммутаторы
13533;MikroTik CRS106-1C-5S;13533;Сетевые коммутаторы
13532;MikroTik CCR1009-7G-1C-PC;13532;Сетевые коммутаторы
13529;MikroTik CCR1009-7G-1C-1S+PC;13529;Сетевые коммутаторы
13525;MikroTik CCR1009-7G-1C-1S+;13525;Сетевые коммутаторы
12915;TG-NET S5500E-24G-4TF;12915;Сетевые коммутаторы
12914;TG-NET S5300-32F-4TF;12914;Сетевые коммутаторы
12912;TG-NET P3010M-8PoE-150W;12912;Сетевые коммутаторы
12910;TG-NET P1009D-8PoE-96W;12910;Сетевые коммутаторы
12519;TG-NET WA3122i;12519;Сетевые коммутаторы
12518;TG-NET WA2306;12518;Сетевые коммутаторы
12515;TG-NET P3026M-24PoE-450W-V4;12515;Сетевые коммутаторы
12041;TG-NET S5500-24G-4TF;12041;Сетевые коммутаторы
12040;TG-NET S5300-32G-4TF;12040;Сетевые коммутаторы
12038;TG-NET S5300-28G-4TF;12038;Сетевые коммутаторы
12037;TG-NET S3500-26G-2F;12037;Сетевые коммутаторы
12036;TG-NET S3500-10G-2F;12036;Сетевые коммутаторы
12032;TG-NET P3026M-24PoE-450W-V3;12032;Сетевые коммутаторы
12031;TG-NET P3026M-24PoE-300W-V3;12031;Сетевые коммутаторы
12030;TG-NET P3018M-16PoE-300W-V3;12030;Сетевые коммутаторы
12028;TG-NET P3008M-8PoE-150W;12028;Сетевые коммутаторы
12026;TG-NET P1005D-4PoE-60W;12026;Сетевые коммутаторы
12024;TG-NET P1009D-8PoE-120W;12024;Сетевые коммутаторы
14851;Grandstream GWN7600LR;14851;Wi Fi роутеры
14850;Grandstream GWN7600;14850;Wi Fi роутеры
13611;MikroTik RBOmniTikU-5HnD;13611;Wi Fi роутеры
13607;MikroTik RBLHG-5nD-3;13607;Wi Fi роутеры
13604;MikroTik RBSXTG-5HPnD-SAr2;13604;Wi Fi роутеры
13603;MikroTik RBSXTG-5HPnD-HGr2;13603;Wi Fi роутеры
13602;MikroTik RBSXTG-5HPacD-HG;13602;Wi Fi роутеры
13601;MikroTik RBSXTG-5HPacD-SA;13601;Wi Fi роутеры
13599;MikroTik RBSXTG-5HPacD;13599;Wi Fi роутеры
13596;MikroTik RBSXT5HacD2n;13596;Wi Fi роутеры
13595;MikroTik RBSXT-5nDr2;13595;Wi Fi роутеры
13594;MikroTik RBSXT-5HPnDr2;13594;Wi Fi роутеры
13593;MikroTik SRBSXTLTE3-7;13593;Wi Fi роутеры
13592;MikroTik RBSXT-2nDr2;13592;Wi Fi роутеры
13591;MikroTik RBSXTG2HnD;13591;Wi Fi роутеры
13590;MikroTik RBSEXTANTG5HPnD;13590;Wi Fi роутеры
13588;MikroTik RBQRTG-2SHPnD;13588;Wi Fi роутеры
13587;MikroTik RBwAPG-5HacT2HnD-BE;13587;Wi Fi роутеры
13586;MikroTik RBwAPG-5HacT2HnD;13586;Wi Fi роутеры
13582;MikroTik wAP RBwAP2nD-BE;13582;Wi Fi роутеры
13581;MikroTik wAP RBwAP2nD;13581;Wi Fi роутеры
13580;MikroTik OmniTIK 5 PoE ac;13580;Wi Fi роутеры
13579;MikroTik RBMetalG-52SHPacn;13579;Wi Fi роутеры
13578;MikroTik RBMetal9HPn;13578;Wi Fi роутеры
13577;MikroTik RBMetal5SHPn;13577;Wi Fi роутеры
13576;MikroTik RBmAPL-2nD;13576;Wi Fi роутеры
13575;MikroTik RBMetal2SHPn;13575;Wi Fi роутеры
13574;MikroTik RBLHG-5nD;13574;Wi Fi роутеры
13573;MikroTik RBGrooveG-52HPacn;13573;Wi Fi роутеры
13572;MikroTik RBGrooveG-52HPacn;13572;Wi Fi роутеры
13571;MikroTik RBGrooveA-52HPn;13571;Wi Fi роутеры
13570;MikroTik RBDynaDishG-5HacD;13570;Wi Fi роутеры
13569;MikroTik RBGroove-52HPn;13569;Wi Fi роутеры
13568;MikroTik RBcAPL-2nD;13568;Wi Fi роутеры
13567;MikroTik RBcAP2nD;13567;Wi Fi роутеры
13566;MikroTik RB951Ui-2HnD;13566;Wi Fi роутеры
13565;MikroTik RB951G-2HnD;13565;Wi Fi роутеры
13564;MikroTik RB912UAG-2HPnD;13564;Wi Fi роутеры
13560;MikroTik RB922UAGS-5HPacT-NM;13560;Wi Fi роутеры
13558;MikroTik RB922UAGS-5HPacD-NM;13558;Wi Fi роутеры
13557;MikroTik RB921UAGS-5sHPacT-NM;13557;Wi Fi роутеры
13556;MikroTik RB921UAGS-5SHPacD-NM;13556;Wi Fi роутеры
13552;MikroTik RB921GS-5HPacD-19S;13552;Wi Fi роутеры
13551;MikroTik RB921GS-5HPacD-15S;13551;Wi Fi роутеры
13549;MikroTik RB912UAG-5HPnD-OUT;13549;Wi Fi роутеры
