IE_XML_ID;IE_NAME;IE_CODE
3710;Motorola CP160;3710
3711;Motorola CP180;3711
3712;Motorola GP1280;3712
3713;Motorola GP140;3713
3714;Motorola GP320;3714
3715;Motorola GP340;3715
3716;Motorola GP344;3716
3717;Motorola GP360;3717
3718;Motorola GP380;3718
3719;Motorola GP388;3719
3720;Motorola GP640;3720
3721;Motorola GP644;3721
3722;Motorola GP680;3722
3723;Motorola GP688;3723
3724;Motorola GP900;3724
3725;Motorola P020;3725
3726;Motorola P080;3726
3727;Icom IC-F16;icom-ic-f16
3728;Icom IC-F26;icom-ic-f26
3729;Icom IC-F30GT;3729
3730;Icom IC-F33GT;3730
3731;Icom IC-F3GS;3731
3732;Icom IC-F3GT;3732
3733;Icom IC-F40GT;3733
3734;Icom IC-F43GT;3734
3735;Icom IC-F50;icom-ic-f50
3736;Kenwood TK-2160;3736
3737;Kenwood TK-2170M;kenwood-tk-2170m
3738;Kenwood TK-2206;3738
3740;Kenwood TK-3170M / TK-3170M3;3740
3749;Motorola DP2600;3749
3750;Motorola DP1400 (цифровая) ;motorola-dp1400-cifrovaya
3751;Motorola DP3400 / 3401;3751
3752;Motorola DP3600 / 3601;3752
3753;Motorola DP2400;3753
3754;Motorola DP4400;3754
3755;Motorola DP4601;3755
3756;Motorola DP4801;3756
3757;Motorola DP3441;3757
3758;Motorola SL4010;3758
3759;Motorola DP4401 Ex;motorola-dp4401-ex
3760;Motorola DP4801 Ex;motorola-dp4801-ex
3765;Motorola P030;3765
3766;Motorola P040;3766
3767;Motorola GP340 ATEX;3767
3768;Motorola GP380 ATEX;3768
3769;Motorola GP680 ATEX;3769
3795;Vertex Standard EVX-531;3795
3796;Vertex Standard EVX-534;3796
3797;Vertex Standard EVX-539;3797
3804;Vertex Standard VX-459 ;3804
3805;Vertex Standard VX-454;3805
3806;Vertex Standard VX-451;3806
3807;Vertex Standard VX-231;3807
3810;Vertex Standard VX-417;3810
3813;Vertex Standard VX-929E;3813
3814;Vertex Standard VX-924E;3814
3815;Vertex Standard VX-921E;3815
3816;Vertex Standard VX-829E;3816
3817;Vertex Standard VX-824E;3817
3818;Vertex Standard VX-821E;3818
3819;Vertex Standard VX-354;3819
3820;Vertex Standard VX-351;3820
3823;Vector VT-44 PRO;vector-vt-44-pro
3824;Vector VT-44 Combat;3824
3825;Vector VT-43 R2;3825
3827;Vector VT-48 GT;3827
3828;Vector VT-48 W;3828
3829;Vector VT-47 SPORT;3829
3830;Vector VT-47 M2;3830
3831;Vector VT-47 PILOT;3831
3832;Vector VT-47 ULTRA;3832
3833;Vector VT-44 Master;3833
3834;Vector VT-44 HS;vector-vt-44-hs
3835;Vector VT-44 H;vector-vt-44-h
3836;Vector VT-44 STD;3836
3837;Vector VT-44 Military #01;3837
3838;Vector VT-44 Military #03;vector-vt-44-military-03
3839;Vector VT-44 Military Special;3839
3989;Yaesu VX-8R;3989
3990;Yaesu VX-110;3990
3991;Yaesu VX-150;3991
3992;Yaesu VX-120;3992
3993;Yaesu VX-170 / VX-177;3993
3994;Yaesu VX-6R;yaesu-vx-6r
3995;Yaesu VX-7R;3995
4007;Yaesu FT-252;4007
4010;Yaesu VX-3R;4010
4048;Kenwood TK-3000M;kenwood-tk-3000m
4049;Kenwood TK-2000M;kenwood-tk-2000m
4050;Kenwood TK-3301E;4050
4051;Kenwood TK-3407M2;kenwood-tk-3407m2
4052;Kenwood TK-3406M2;kenwood-tk-3406m2
4053;Kenwood TK-2407M;kenwood-tk-2407m
4054;Kenwood TK-3307M2;4054
4074;Kenwood TK-2307;4074
4075;Kenwood TK-3317M2;kenwood-tk-3317m2
4076;Kenwood TK-2406M;kenwood-tk-2406m
4077;Kenwood TK-2317M;kenwood-tk-2317m
4078;Kenwood TK-3360M;kenwood-tk-3360m
4092;Kenwood TK-2360M;kenwood-tk-2360m
4093;Kenwood TK-3306NM;4093
4094;Kenwood TK-2306;4094
4095;Kenwood TK-3212M;kenwood-tk-3212m
4097;Kenwood TK-2212;4097
4098;Kenwood TK-3180E;4098
4103;Kenwood TK-2180E;4103
4105;Kenwood TK-280K;kenwood-tk-280k
4106;Kenwood TK-2140;4106
4150;Roger KP-14;4150
4164;Roger KP-15;4164
4166;Roger KP-16;4166
4168;Roger KP-23;4168
4170;Roger KP-47;4170
4171;Roger KP-55;4171
4173;Roger KP-60;4173
4239;Ajetrays AJ-144;4239
4244;Hytera X1e G;4244
4248;Hytera PD505 VHF;hytera-pd505
4249;Hytera PD605 G (MD);hytera-pd605
4252;Ajetrays AJ-344V;4252
4253;Ajetrays AJ-446;ajetrays-aj-446
4254;Ajetrays AJ-447;ajetrays-aj-447
4255;Ajetrays AJ-434;4255
4256;Ajetrays AJ-450;4256
4257;Ajetrays AJ-444;4257
4258;Ajetrays AJ-344U;4258
4329;Ajetrays AJ-150;4329
4331;АРГУТ А-23 NEW;argut-a-23-new
4332;АРГУТ А-24 NEW;4332
4333;АРГУТ А-41 NEW;argut-a-41-new
4334;АРГУТ А-43;argut-a-43
4335;АРГУТ А-44;4335
4336;АРГУТ А-45;4336
4337;АРГУТ А-53;4337
4338;АРГУТ А-54;argut-a-54
4339;АРГУТ А-75;4339
4342;Midland G6XT;4342
4343;Midland GXT 650;4343
4344;Midland GXT 900;4344
4345;Midland GXT-1050;4345
4346;Midland G-3;4346
4347;Midland G-10;4347
4348;Midland G-14;4348
4566;Alinco DJ-175;4566
4568;Hytera TC-320;hytera-tc-320
4569;Hytera TC-508;hytera-tc-508
4570;Hytera TC-518;hytera-tc-518
4571;Hytera TC-580;hytera-tc-580
4572;Hytera TC-700;hytera-tc-700
4575;Alinco DJ-C7;4575
4646;Hytera PD705 (MD);4646
4647;Hytera PD705;hytera-pd705
4668;Hytera PD785;hytera-pd785
4699;Hytera X1e G (MD);4699
4700;Hytera X1p G (MD);hytera-x1p
4733;Hytera PD795Ex G (MD);hytera-pd795ex
4761;Alinco DJ-G7;alinco-dj-g7
4764;Alinco DJ-S45TA;4764
4791;Alinco DJ-S45CQ;4791
4814;Alinco DJ-V17;4814
4820;Alinco DJ-V17L;4820
4869;Alinco DJ-V47;4869
4889;Alinco DJ-V57;alinco-dj-v57
5803;Lira P-580UV;5803
5813;Lira P-510H;5813
5834;Lira P-280L;5834
5842;Lira P-312;5842
5843;Lira P-210L;5843
5844;Lira P-110L;5844
5969;Бизон KT85;bizon-kt85
6083;Ajetrays AJ-436;6083
6136;Бизон KT45;6136
6487;Vostok ST-101;vostok-st-101
7242;Vostok ST-51;7242
7245;Vostok ST-55;vostok-st-55
7246;Vostok ST-201;7246
7247;Vostok ST-31;vostok-st-31
7516;Kenwood PKT-03;7516
7517;Kenwood TK-3000M2;kenwood-tk-3000m2
7568;Kenwood TK-3401DE;kenwood-tk-3401de
7569;Kenwood TK-3501E;kenwood-tk-3501e
7570;Kenwood TK-270GM;7570
7571;Kenwood TK-3160M3;7571
7574;Kenwood TK-D200GE;7574
7575;Kenwood TK-D200GE2;7575
7576;Kenwood TK-D200E;7576
7577;Kenwood TK-D200E2;7577
7578;Kenwood TK-D300GE;7578
7579;Kenwood TK-D300GE2;7579
7580;Kenwood TK-D300E;7580
7581;Kenwood TK-D300E2;7581
7582;Kenwood TK-2260EXE2;7582
7583;Kenwood TK-3260EXE2;kenwood-tk-3260exe2
7584;Kenwood NX-230EXE;kenwood-nx-230exe
7585;Kenwood NX-330EXE;kenwood-nx-330exe
7586;Kenwood IS-2180KBP1N;7586
7598;Kenwood IS-2180K2BP1N (Full Keypad);7598
7599;Kenwood IS-3180K4BP1N (Full Keypad);7599
7600;Kenwood IS-3180K2BP1N;7600
7601;Kenwood TK-2180-ISK;kenwood-tk-2180-isk
7602;Kenwood TK-2180-ISK2;7602
7603;Kenwood TK-3180-ISK2;kenwood-tk-3180-isk2
7604;Kenwood IS200KBP0N;7604
7605;Kenwood IS300K2BP0N;7605
7606;Kenwood NX-200-ISK2;kenwood-nx-200-isk2
7607;Kenwood NX-300-ISK2;kenwood-nx-300-isk2
7608;Kenwood Nexedge IS200K2BP0N;7608
7609;Kenwood Nexedge IS300K4BP0N;7609
7610;Kenwood Nexedge NX-300-ISK4;7610
7779;Roger KP-17;7779
7780;Roger KP-19;7780
7781;Roger KP-49;7781
7782;Roger KP-50;7782
7829;Icom IC-4088E;icom-ic-4088e
7830;Icom IC-4088SR;7830
7857;Kenwood TK-3180-ISK4;kenwood-tk-3180-isk4
7858;Kenwood NX-200-ISK;7858
7906;Icom IC-F1000;7906
7907;Icom IC-F2000;7907
7908;Icom IC-F3036S;icom-ic-f3036s
7909;Icom IC-F3036T;icom-ic-f3036t
7982;Icom IC-F3202DEX;7982
7997;Icom IC-F3102D;icom-ic-f3102d
7998;Icom IC-F3003 #22;icom-ic-f3003-22
7999;Icom IC-F3003 #23;icom-ic-f3003-23
8000;Icom IC-F3262DS #76;8000
8001;Icom IC-F3262DS #77;8001
8002;Icom IC-F3262DS #78;8002
8003;Icom IC-F3262DS #79;8003
8004;Icom IC-F3262DT;icom-ic-f3262dt
8005;Icom IC-F3262DT #72;8005
8006;Icom IC-F3262DT #73;8006
8007;Icom IC-F3262DT #74;8007
8014;Icom IC-F3162DS #95;8014
8015;Icom IC-F3162DS #96;8015
8017;Icom IC-F3162DT;icom-ic-f3162dt
8018;Icom IC-F3162DT #86;8018
8019;Icom IC-F4003 #22;icom-ic-f4003-22
8020;Icom IC-F4003 #23;icom-ic-f4003-23
8021;Icom IC-F4036S;icom-ic-f4036s
8022;Icom IC-F4036T;icom-ic-f4036t
8023;Icom IC-F4102D;icom-ic-f4102d
8024;Icom IC-F4029SDR;8024
8025;Icom IC-E92D (IC-92AD);8025
8026;Icom ID-51;8026
8052;Hytera PD355;8052
8053;Hytera PD355LF;8053
8054;Hytera PD365;hytera-pd365
8055;Hytera PD365LF;8055
8056;Hytera PD565;hytera-pd565
8093;Motorola VX-261 ;motorola-vx-261
8210;Vector VT-67 S;vector-vt-67-s
8212;Vector VT-67;8212
8213;Vector VT-44 Military Scout;8213
8215;Vector VT-44 TURBO;vector-vt-44-turbo
8217;Vector VT-44 H #V;vector-vt-44-h-v
8220;Vector VT-44 Military (body);vector-vt-44-military-body
8250;Vector VT-44 Military Special (body);8250
8251;Yaesu VX-8DR;8251
8252;Yaesu FT-257;8252
8253;Yaesu FT-60R;8253
8254;Yaesu FTA-230;8254
8378;Icom IC-F4162DS #93;8378
8379;Icom IC-F4202DEX;8379
8385;Icom IC-F51#62;8385
8386;Icom IC-F61#63;8386
8387;Icom IP-100H;8387
8445;Kenwood TK-3170E6;8445
8455;Kenwood TK-380K;kenwood-tk-380k
8456;Kenwood TK-380K4;kenwood-tk-380k4
8458;Kenwood TK-3306NM3;8458
8459;Kenwood TK-2317M2;kenwood-tk-2317m2
8460;Kenwood TK-3317M4;kenwood-tk-3317m4
8468;Kenwood NX-240M;kenwood-nx-240m
8475;Kenwood NX-340M2;kenwood-nx-340m2
8476;Kenwood NX-220E;kenwood-nx-220e
8477;Kenwood NX-320E;kenwood-nx-320e
8478;Kenwood NX-200GK;kenwood-nx-200gk
8479;Kenwood NX-200K;8479
8514;Kenwood NX-300K;kenwood-nx-300k
8515;Kenwood NX-200E;8515
8516;Kenwood NX-300E;8516
8517;Kenwood NX-240M2;kenwood-nx-240m2
8518;Kenwood NX-340M3;kenwood-nx-340m3
8519;Kenwood NX-220E2;kenwood-nx-220e2
8520;Kenwood NX-220E3;kenwood-nx-220e3
8521;Kenwood NX-320E3;kenwood-nx-320e3
8522;Kenwood NX-320E2;kenwood-nx-320e2
8523;Kenwood NX-300GK;kenwood-nx-300gk
8524;Kenwood NX-300GK4;kenwood-nx-300gk4
8525;Kenwood NX-200GK2;kenwood-nx-200gk2
8526;Kenwood NX-200K2;kenwood-nx-200k2
8527;Kenwood NX-300K3;kenwood-nx-300k3
8528;Kenwood NX-300K2;8528
8529;Kenwood NX-300K4;8529
8530;Kenwood NX-300E4;8530
8531;Kenwood NX-200E3;kenwood-nx-200e3
8565;Lira P-112L;8565
8580;Icom IC-F4162DS #94;8580
8581;Icom IC-F4162DT;icom-ic-f4162dt
8582;Icom IC-F4162DT #84;8582
8583;Icom IC-F4262DT;icom-ic-f4262dt
8584;Icom IC-F4262DT #22;8584
8585;Icom IC-F4262DT #23;8585
8586;Icom IC-F4262DT #24;8586
8587;Icom IC-F4262DS #29;8587
8588;Icom IC-F4262DS #28;8588
8589;Icom IC-F4262DS #27;8589
8590;Icom IC-F4262DS #26;8590
8685;Hytera PD505 UHF;hytera-pd505lf
8686;Hytera PD605;hytera-pd605g
8687;Hytera PD605 G;hytera-pd605g-md
8688;Hytera PD605 (MD);hytera-pd605-md
8689;Hytera PD665;hytera-pd665
8690;Hytera PD665 G;hytera-pd665g
8691;Hytera PD665 G (MD);hytera-pd665g-md
8692;Hytera PD665 (MD);hytera-pd665-md
8693;Hytera PD685;hytera-pd685
8694;Hytera PD685 G;hytera-pd685g
8695;Hytera PD685 G (MD);hytera-pd685g-md
8696;Hytera PD685 (MD);hytera-pd685-md
8715;Alinco DJ-A10;alinco-dj-a10
8716;Alinco DJ-A11;alinco-dj-a11
8717;Alinco DJ-A41;alinco-dj-a41
8718;Alinco DJ-A40;alinco-dj-a40
8719;Alinco DJ-A446;alinco-dj-a446
8720;Alinco DJ-100;alinco-dj-100
8721;Alinco DJ-500;alinco-dj-500
8722;Alinco DJ-195 (body);alinco-dj-195-body
8723;Alinco DJ-17R/TFH (body);alinco-dj-17r-tfh-body
8724;Alinco DJ-V17L (body);alinco-dj-v17l-body
8725;Alinco DJ-V47R (body);8725
8726;Alinco DJ-496 (body);alinco-dj-496-body
8830;Yaesu FT1D;8830
8831;Yaesu FT-270R;8831
8832;Yaesu FTA-750L;8832
8833;Yaesu FTA-720;8833
8838;Yaesu FTA-550 AA;8838
8839;Yaesu FTA-310;8839
8973;Midland Alan 42;8973
8974;Midland LXT-325;8974
8975;Midland GXT-850;8975
8976;Midland GXT-1000;8976
8977;Midland G70XT;8977
8978;Midland G9XT;8978
8979;Midland G-21;8979
9059;АРГУТ А-25 NEW;argut-a-25-new
9060;Аргут РК-301М Роуминг VHF;argut-rk-301m-rouming-vhf
9061;Аргут А-74;argut-a-74
9144;AJETRAYS AJ-435;9144
9283;Vertex Standard VZ-9;9283
9321;Vertex Standard EVX-Link;9321
9333;Hytera PD405 new;hytera-pd405
9334;Hytera PD415;hytera-pd415
9335;Hytera PD705 G;hytera-pd705g
9336;Hytera PD755;hytera-pd755
9337;Hytera PD755 G;hytera-pd755g
9338;Hytera PD705 UL913 (MD);hytera-pd705-ul913
9339;Hytera PD705 UL913 G (MD);hytera-pd705g-ul913
9340;Hytera X1p UL913 G (MD);hytera-x1p-ul913
9343;Hytera TC-780;9343
9368;Motorola SL1600;motorola-sl1600
9408;АРГУТ А-36;9408
9464;Optim WT-555;9464
9465;Optim WT-556;9465
9471;Vertex Standard EVX-531 (IS);9471
9472;Vertex Standard EVX-539 (IS);9472
9478;Vertex Standard VX-241;9478
9479;Vertex Standard VX-264 ;9479
9480;ГРИФОН G-44;grifon-g-44
9481;ГРИФОН G-45;9481
9511;Янтарь-Н;9511
9525;Vertex Standard VX-821 ATEX;9525
9526;Vertex Standard VX-824 ATEX;9526
9581;Icom IC-F3103D;icom-ic-f3103d
9582;Icom IC-F4103D;icom-ic-f4103d
9583;Hytera TC-700Ex;9583
9587;Hytera PD375;9587
9590;Icom IC-F3161DT;icom-ic-f3161dt
9591;Icom IC-F4161DT;9591
9592;Icom IC-F1000S;9592
9593;Icom IC-F1000T;9593
9596;Vostok ST-54;9596
9599;Vostok ST-54 комплект;9599
9600;Vostok ST-101 комплект;9600
9601;Vostok ST-31 комплект;9601
9602;Комплект Lira P-280;9602
9696;Комбат Т-34 Старт 3;kombat-t-34-start-3
9697;Комбат Т-34 Мастер 3;kombat-t-34-master-3
9699;Комбат Т-34 Милитари;kombat-t-34-military
9701;Комбат Т-34 Патруль;kombat-t-34-patrul
9840;Комбат Т-34 Спорт;9840
9841;Комбат Т-34 Макс;9841
9842;Комбат Т-34 ATEX;9842
9879;Vertex Standard EVX-261;9879
9880;Motorola EVX-S24 ;motorola-evx-s24
9889;Motorola DP1400 ;motorola-dp1400
9891;Motorola DP4401;9891
9892;Motorola DP4600;9892
9893;Motorola DP4401 GLONASS;9893
9894;Motorola DP4801 GLONASS;9894
9895;Motorola DP4800;9895
9896;Motorola SL4000;9896
9994;Hytera PD715Ex G (MD);hytera-pd715ex
10081;TurboSky R2;10081
10095;TurboSky T3;turbosky-t3
10096;TurboSky T4;turbosky-t4
10098;TurboSky T5;turbosky-t5
10099;TurboSky T6;turbosky-t6
10100;TurboSky T7;turbosky-t7
10101;TurboSky T8;turbosky-t8
10102;TurboSky T9;turbosky-t9
10105;Motorola VZ-30 ;10105
10276;LIRA DP-200 DMR;10276
10279;Kenwood Nexedge NX-5000;10279
10294;Kenwood TK-D240;10294
10296;Kenwood TK-D340;10296
10400;Hytera PD785 G;hytera-pd785g
10408;Hytera PD785 UL913 (MD);hytera-pd785-ul913
10409;Hytera PD785 UL913 G (MD);hytera-pd785g-ul913
10418;Hytera PT580H Plus;10418
10419;Hytera PT580H Plus UL913;10419
10421;Hytera  Z1p;10421
10422;Hytera PT790 EX;10422
10484;Alinco DJ-FX446;10484
10501;Comrade R3;10501
10502;Comrade R4;10502
10503;Comrade R5;comrade-r5
10506;Comrade R6;comrade-r6
10509;Comrade R7;comrade-r7
10510;Comrade R8;comrade-r8
10735;Motorola DP2400E TIA;motorola-dp2400e-tia
10736;Motorola DP2600E TIA;motorola-dp2600e-tia
10741;Motorola DP4400E TIA;motorola-dp4400e-tia
10742;Motorola DP4401E TIA;motorola-dp4401e-tia
10744;Motorola DP4600E TIA;motorola-dp4600e-tia
10745;Motorola DP4601E TIA;motorola-dp4601e-tia
10746;Motorola DP4800E TIA;motorola-dp4800e-tia
10752;Motorola DP4801E TIA;motorola-dp4801e-tia
10759;Motorola DP3441E TIA;motorola-dp3441e-tia
10761;Motorola SL4010E;motorola-sl4000e
10763;Motorola SL4010E;motorola-sl4010e
10795;Kenwood TK-3107;10795
10796;Kenwood TK-3206;10796
10801;Kenwood TK-3406;10801
10802;Kenwood TK-3306;10802
10803;Kenwood TK-3206 RP5 LITE;10803
10804;Kenwood TK-3301;10804
10806;Комбат Т-34 Хантер;10806
10970;Alinco DJ-MD40;alinco-dj-md40
11005;Roger KP-52 ;11005
11246;Kenwood WD-K10TR;11246
11247;Vector VT-43 R3;11247
11249;Vector VT-80 F;vector-vt-80-f
11250;Vector VT-43 H2;vector-vt-43-h2
11251;Vector VT-80 ST;vector-vt-80-st
11260;Kenwood WD-K10PBS;11260
11267;Kenwood WD-K10BS;11267
11325;Motorola XT420;motorola-xt420
11327;Motorola XT460;motorola-xt460
11356;Icom IC-F2000S;11356
11357;Icom IC-F2000T;11357
11359;ALINCO DJ-AXD1;alinco-dj-axd1
11360;ALINCO DJ-AXD4;alinco-dj-axd4
11387;Vostok ST-52;vostok-st-52
11400;Бизон KT65;bizon-kt65
11401;Бизон KT15;bizon-kt15
11402;Бизон KT25;11402
11405;Icom IC-A220T;11405
11651;ГРИФОН G-6;grifon-g-6
11714;ICOM IC-F7010 T/S;11714
11715;ICOM IC-F7020 T/S;11715
11720;Icom IC-F29SR2;11720
11761;Vostok ST-35;11761
11770;Vector VT-70;11770
11771;Vector VT-70XT;11771
11772;Vector VT-50 ML;vector-vt-50-ml
11774;Vector VT-50 MTR;vector-vt-50-mtr
11781;Бизон VK50M;bizon-vk50m
11782;Бизон VK50L 1700/3200 мАч;bizon-vk50l-1700-3200-mah
11878;Vostok ST-33;11878
11957;ZTE PH500;11957
11958;ZTE PH790;11958
11959;ZTE PM790;11959
11974;ГРИФОН G-34;grifon-g-34
12048;Motorola DP3441E;motorola-dp3441e
12050;Motorola DP3661E;motorola-dp3661e
12051;Motorola DP3661E TIA;motorola-dp3661e-tia
12053;Motorola DP2400E;motorola-dp2400e
12054;Motorola DP2600E;motorola-dp2600e
12056;Motorola DP4400E;motorola-dp4400e
12058;Motorola DP4600E;motorola-dp4600e
12059;Motorola DP4800E;motorola-dp4800e
12060;Motorola DP4401E;motorola-dp4401e
12061;Motorola DP4601E;motorola-dp4601e
12062;Motorola DP4801E;motorola-dp4801e
12114;Комбат Т-24 Старт;kombat-t-24-start
12115;Комбат Т-34 Старт 2;kombat-t-34-start-2
12116;Комбат Т-24 Мастер;kombat-t-24-master
12117;Комбат Т-34 Мастер 2;kombat-t-34-master-2
12118;Комбат Т-54 DMR2 UHF-3100;12118
12119;Комбат Т-54 DMR Патруль Про 2;12119
12121;Комбат Т-54 DMR2 VHF-3100;12121
12122;Комбат Т-54 DMR2 LCD;12122
12361;Ajetrays AJ-437 ;ajetrays-aj-437
12372;Ajetrays AJ-546;12372
12449;КОМБАТ Т-540 ;12449
12470;Vostok ST-101DW ;vostok-st-101dw
12480;Kenwood NX-3220E;kenwood-nx-3220e
12489;Kenwood NX-3220E2;kenwood-nx-3220e2
12490;Kenwood NX-3220E3;kenwood-nx-3220e3
12491;Kenwood NX-3320E;kenwood-nx-3320e
12493;Kenwood NX-3320E2;kenwood-nx-3320e2
12498;Kenwood NX-3320E3;kenwood-nx-3320e3
12585;Аргут А-73;argut-a-73
12808;Hytera PD985;hytera-pd985
12906;Hytera PD405;12906
12955;ЛУЧ РАДИО P-435 ;12955
13004;Alinco DJ-D15;alinco-dj-d15
13005;Alinco DJ-D45;alinco-dj-d45
13070;Icom IC-F1000D;13070
13072;Icom IC-F3210D;icom-ic-f3210d
13075;Icom IC-F4210D;icom-ic-f4210d
13077;Icom IC-F3230DT;icom-ic-f3230dt
13078;Icom IC-F4230DT;icom-ic-f4230dt
13082;Icom IC-F3400DT;icom-ic-f3400dt
13083;Icom IC-F2000D;13083
13085;Icom IC-F3360DT;icom-ic-f3360dt
13087;Icom IC-F4400DT;icom-ic-f4400dt
13089;Icom IC-F4360DT;icom-ic-f4360dt
13091;Icom IC-F9011T;icom-ic-f9011t
13093;Icom IC-F9021T;13093
13095;Icom IC-F9011S;icom-ic-f9011s
13097;Icom IC-F9021S;icom-ic-f9021s
13102;Icom IC-F9011B;icom-ic-f9011b
13104;Icom IC-F9021B;icom-ic-f9021b
13142;Yaesu FT2DR B3 EXP;13142
13144;Yaesu FT-65R;13144
13147;Yaesu FT-25R;13147
13240;Hytera PD485;hytera-pd485
13241;Hytera PD485G;hytera-pd485g
13311;Motorola VZ-20;13311
13312;Motorola VZ-28 ;13312
13321;Yaesu FT-4VR ;13321
13324;Yaesu FT-4XR ;13324
13325;Yaesu FT-70DR;13325
13327;Yaesu AR-DV10;13327
13368;Motorola TALKABOUT T42 (triple) ;motorola-talkabout-t42-triple
13369;Motorola TALKABOUT T42 (red) ;motorola-talkabout-t42-red
13447;Roger KP-54;13447
13453;Icom IC-G88;13453
13457;Icom IC-F29DR2 ;13457
13473;Motorola APX 8000H;13473
13474;Motorola APX 8000HXE;13474
13483;Yaesu FTA-450L;13483
13500;Комбат Т-44 Мастер;kombat-t-44-master
13501;Комбат Т-44 Старт;kombat-t-44-start
13598;Терек РК-201;terek-rk-201
13600;Терек РК-301;terek-rk-301
13605;Терек РК-202;terek-rk-202
13606;Терек РК-322-2Д;terek-rk-322-2d
13608;Терек РК-322 DMR;terek-rk-322-dmr
13609;Терек РК-401;terek-rk-401
13629;Терек РК-222;terek-rk-222
13632;Терек РЕСТО;terek-resto
13633;Терек РК-102;terek-rk-102
13634;Терек РК-501;terek-rk-501
13638;Терек Старт;13638
13640;Терек Старт-М;13640
13652;Alinco DJ-VX41;alinco-dj-vx41
13653;ALINCO DJ-VX50;alinco-dj-vx50
13770;Motorola ST7500 TETRA;13770
13824;Vostok ST-71;vostok-st-71
13873;Icom IC-F9023T;icom-ic-f9023t
13875;Icom IP501H;13875
13918;Alinco DJ-VX10;alinco-dj-vx10
13920;Alinco DJ-VX11;alinco-dj-vx11
13926;Alinco DJ-MD5E;alinco-dj-md5e
13928;Alinco DJ-MD5EGP;alinco-dj-md5egp
13930;Alinco DJ-D17;13930
13937;Alinco DJ-D47;13937
13949;Motorola TALKABOUT T92 H2O;13949
14024;Hytera BD305 2W;hytera-bd305
14025;Hytera BD305;hytera-bd305lf
14026;Hytera BD505;hytera-bd505
14028;Hytera BD555;hytera-bd555
14046;TurboSky T2;turbosky-t2
14047;TurboSky T1;14047
14055;Comrade R6 Digital;comrade-r6-digital
14056;Comrade R7 VHF;comrade-r7-vhf
14057;Comrade R1;comrade-r1
14110;Аргут А-24 LED;argut-a-24-led
14128;Motorola SL2600;motorola-sl2600
14289;Motorola MTP6650 TETRA;14289
14372;Motorola VZ-10 ;14372
14374;Motorola VZ-18 ;14374
14408;Roger KP-57;roger-kp-57
14457;Kenwood TК-F6 UHF;14457
14490;Caltta Z9;14490
14492;Caltta PH790;14492
14494;Caltta PH790L;14494
14496;Caltta PH700;14496
14499;Caltta PH700L;14499
14500;Caltta PH690;14500
14502;Caltta PH690L;14502
14503;Caltta PH520;14503
14504;Caltta PH500;14504
14702;ALINCO DJ-PAX4;alinco-dj-pax4
14717;КОМБАТ T-54 SMART DMR-2;14717
14719;Комбат T-440B DMR;14719
14721;Комбат T-340B VHF/UHF;14721
14723;КОМБАТ T-54 DMR UHF/VHF;14723
14804;Racio R100;racio-r100
14805;Racio R110;racio-r110
14806;Racio R210;racio-r210
14807;Racio R300 UHF;racio-r300-uhf
14808;Racio R300 VHF;racio-r300-vhf
14809;Racio R500;racio-r500
14810;Racio R610;racio-r610
14813;Racio R700;racio-r700
14814;Racio R800;racio-r800
14821;Racio R900 UHF;racio-r900-uhf
14822;Racio R900 VHF;racio-r900-vhf
14907;Motorola TalkAbout T82;motorola-talkabout-t82
14942;Hytera TF315;hytera-tf315
14943;Hytera TF415;hytera-tf415
14944;Hytera TF515;hytera-tf515
15068;Бизон KT15S;bizon-kt15s
15069;Байкал-30 В1;bajkal-30-v1
15146;Терек РК-212 Military;terek-rk-212-military-u
15156;Гранит 1Р32Н;granit-1r32n
15157;Гранит 1Р31Н;granit-1r31n
15169;Racio R810;racio-r810-dmr
15177;Гранит Р-41;15177
15180;Гранит 2Р-45;15180
15224;Icom IC-F1100D;icom-ic-f1100d
15225;Icom IC-F1100DS;icom-ic-f1100ds
15226;Icom IC-F1100DT;icom-ic-f1100dt
15227;Icom IC-F3400D;icom-ic-f3400d
15228;Icom IC-F3400DS;icom-ic-f3400ds
15229;Icom IC-F2100D;icom-ic-f2100d
15230;Icom IC-F2100DS;icom-ic-f2100ds
15231;Icom IC-F2100DT;icom-ic-f2100dt
15232;Icom IC-F4400D;icom-ic-f4400d
15233;Icom IC-F4400DS;icom-ic-f4400ds
15263;Бизон KT25L;bizon-kt25l
15275;Бизон KT85DM;bizon-kt85dm
15321;Терек Спорт;terek-sport
15328;Vostok ST-203;vostok-st-203
15329;Vostok ST-203K;vostok-st-203k
15376;Терек РК-101;terek-rk-101
15388;Терек РК-322 DMR PRO;terek-rk-322-dmr-pro
15389;Терек РК-322 DMR GPS;terek-rk-322-dmr-gps
15394;Motorola XT225;motorola-xt225
15397;Motorola XT665d ;motorola-xt665d
15398;Motorola TLKR T50;motorola-tlkr-t50
15399;Motorola Talkabout T42 QUAD;motorola-talkabout-t42-quad
15400;Motorola Talkabout T62 RED;motorola-talkabout-t62-red
15402;Motorola CLK446;motorola-clk446
15403;Motorola CLP446;motorola-clp446
15404;Motorola CLP446 Bluetooth;motorola-clp446-bluetooth
15408;Аргут А-55;argut-a-55
15409;Аргут РК-301Н;argut-rk-301n
15410;Аргут РК-301М VHF;argut-rk-301m-vhf
15413;Аргут РК-301М UHF;argut-rk-301m-uhf
